Id,Predicted
7206796,222.02
7207594,61.33
7225366,184.09
7227235,64.74
7227418,70.51
7228397,127.41
7238562,274.06
7240464,163.67
7240563,153.74
7245876,188.1
7259804,68.84
7262439,56.34
7264471,68.44
7264496,168.27
7265079,105.76
7265249,198.15
7272453,142.18
7275122,235.56
7277102,180.67
7277180,115.75
7277600,147.89
7277878,127.72
7278762,128.37
7286166,104.9
7286324,80.59
7288752,58.76
7292891,199.81
7293506,248.91
7308735,65.94
7310835,277.96
7318332,226.73
7319512,65.14
7322088,71.72
7323905,155.37
7329781,291.59
7331070,178.3
7340318,158.58
7341406,62.7
7345333,82.57
7346434,76.73
7358093,121.26
7364008,90.4
7369427,252.19
7376952,142.58
7385651,139.44
7386119,133.07
7389278,62.85
7399178,97.43
7401048,50.99
7415905,142.83
7417520,169.29
7418754,83.97
7418874,157.78
7433796,113.32
7434420,214.17
7435223,119.74
7435904,173.13
7438743,93.2
7454629,148.68
7456691,135.41
7460803,128.21
7460933,79.26
7461720,94.69
7461910,137.7
7471933,141.76
7475079,95.86
7475708,286.43
7480066,150.08
7480795,103.09
7482767,82.96
7482821,152.77
7496720,158.19
7496824,200.52
7497370,99.27
7500228,102.39
7501668,53.07
7501794,178.01
7508742,67.92
7511610,186.09
7512811,72.99
7516992,120.91
7517579,59.53
7517614,102.25
7524934,73.79
7531309,205.34
7535450,91.47
7545274,203.54
7545751,106.83
7556669,150.37
7561686,141.08
7562611,64.99
7563529,220.67
7570475,174.91
7573103,160.38
7573430,43.76
7575626,276.22
7579573,201.1
7580481,169.88
7581727,250.47
7583507,59.05
7593263,136.86
7593985,101.02
7596078,213.48
7597750,79.77
7602442,229.86
7604021,204.89
7610785,254.55
7611764,85.72
7618832,286.37
7629563,54.68
7631585,70.0
7636474,63.87
7644203,114.49
7646751,96.78
7649693,70.68
7656308,71.64
7663262,128.12
7663730,51.43
7664263,106.48
7665764,102.36
7666157,70.39
7669319,164.88
7675781,53.69
7675917,69.43
7679236,231.64
7680504,120.92
7686940,79.38
7689651,109.51
7692870,87.2
7693124,105.39
7695043,218.16
7696645,172.92
7696654,177.24
7697161,226.16
7697256,116.42
7698593,174.33
7699703,50.94
7700054,152.99
7700741,78.5
7707191,106.21
7712022,180.67
7715342,61.6
7717598,150.9
7725030,246.34
7726296,149.46
7728018,144.25
7733241,108.49
7733862,226.15
7734176,269.28
7742287,97.85
7742486,174.87
7743287,70.12
7745868,75.91
7747237,91.13
7757549,101.28
7758577,209.96
7760545,113.75
7764285,166.04
7764516,89.76
7771351,58.24
7774519,54.16
7783855,154.35
7785582,50.44
7787983,59.46
7788438,48.91
7798327,101.71
7798935,130.94
7800905,94.17
7801262,198.94
7808356,196.98
7823396,138.94
7826033,88.11
7828204,64.67
7836591,70.0
7837347,126.98
7837685,49.1
7841464,73.87
7842276,158.39
7843320,186.83
7843604,155.82
7850400,239.94
7851047,317.99
7854999,64.02
7857185,163.76
7858023,172.34
7858541,220.25
7858824,177.22
7859630,47.88
7859723,190.52
7866421,55.82
7873524,195.62
7889596,88.25
7891403,251.49
7900908,259.1
7901635,61.42
7901928,95.56
7911437,142.13
7911571,205.49
7912525,133.98
7929441,102.47
7932177,55.77
7933773,105.48
7937398,76.75
7951281,215.91
7955889,91.16
7956643,188.39
7957339,185.65
7966447,104.52
7967829,54.79
7968283,47.3
7979433,123.12
7988259,108.98
7999409,92.75
8000640,162.82
8009332,42.79
8011605,90.04
8012041,80.61
8012334,219.24
8017587,313.32
8030123,82.4
8045552,118.52
8052841,166.32
8054523,128.78
8055508,64.18
8055582,75.16
8055859,71.65
8063109,129.76
8063277,172.89
8063565,213.91
8065705,65.17
8068363,98.53
8069316,104.53
8083295,190.45
8114144,131.71
8117209,59.24
8118112,149.44
8126282,247.89
8131995,177.03
8135144,299.47
8144798,259.58
8145441,159.14
8146609,74.95
8151536,77.0
8151605,123.92
8165315,51.12
8166737,101.48
8167145,130.56
8170072,61.03
8173434,144.91
8183112,129.14
8189121,247.65
8192443,61.52
8195719,153.17
8204305,132.73
8205572,54.28
8206060,112.18
8210840,157.43
8213015,138.08
8213227,65.64
8222742,225.45
8231648,68.01
8239111,53.63
8239352,65.63
8247721,156.78
8250457,207.28
8255329,52.77
8256749,136.57
8257903,172.1
8265482,65.43
8266871,71.12
8275455,100.62
8275676,60.62
8283646,92.39
8283693,159.55
8286476,98.46
8287001,50.0
8290210,163.56
8294525,91.12
8301850,156.33
8306427,226.51
8306839,255.43
8308797,39.28
8312148,222.76
8320129,212.67
8323765,126.35
8326753,121.02
8327773,137.45
8335539,72.91
8335547,210.69
8340665,167.66
8342053,216.66
8348832,54.19
8355713,66.45
8358047,92.57
8362098,183.5
8364733,58.46
8368973,109.86
8369857,67.72
8385284,129.55
8386220,57.75
8388278,79.72
8388776,218.2
8392929,66.31
8398120,80.37
8398955,63.72
8401620,122.34
8416681,101.8
8419475,48.57
8423636,154.27
8423666,62.48
8427707,202.39
8439145,183.02
8441969,76.22
8444115,252.25
8444730,182.62
8459183,190.06
8468180,209.65
8468662,209.35
8470281,122.47
8473532,57.65
8480087,297.86
8485057,116.37
8486828,55.11
8501589,165.29
8501697,65.15
8502814,111.08
8504231,73.0
8506167,102.66
8506867,204.68
8511404,106.58
8518280,158.85
8520667,77.18
8523910,209.32
8525172,74.57
8531441,321.44
8532128,252.91
8532763,88.98
8532876,71.63
8533225,134.48
8576773,266.25
8588357,90.54
8593656,76.5
8595394,79.59
8612715,90.3
8614204,184.72
8615012,39.85
8621113,222.21
8627561,220.47
8643939,72.06
8647773,171.67
8652866,85.53
8667280,149.88
8667450,121.58
8668418,188.24
8668932,110.28
8672280,175.4
8676240,138.72
8683432,252.32
8683482,81.53
8684074,48.11
8684082,113.85
8684886,97.97
8691258,118.88
8698671,98.2
8704528,86.85
8704967,166.07
8712309,78.65
8719948,97.61
8720070,174.88
8720865,183.02
8720923,113.37
8731667,128.8
8732919,89.93
8736973,97.22
8738086,219.25
8740683,144.37
8741020,210.21
8754560,77.83
8760442,102.51
8770660,137.98
8781837,241.71
8794495,203.39
8799529,181.21
8800003,135.0
8807842,81.53
8813306,192.19
8813547,113.95
8813854,168.23
8823897,80.99
8826833,171.36
8830825,68.56
8838341,190.97
8838513,60.79
8838861,196.15
8843995,153.08
8845289,197.87
8845441,57.14
8845982,144.23
8846634,118.71
8861269,213.59
8861719,55.53
8863296,206.88
8864404,93.85
8867383,67.04
8868762,83.68
8873479,111.54
8877466,69.61
8880524,62.11
8882549,108.01
8884181,141.16
8888689,146.1
8899450,120.91
8907184,154.56
8914649,69.45
8916960,176.43
8924552,144.45
8937816,123.86
8942467,101.13
8950419,193.71
8951763,131.03
8953404,61.1
8957187,66.7
8963790,172.75
8964308,141.85
8973075,118.73
8973292,266.88
8973873,177.6
8984085,59.38
8985316,192.91
8986308,65.2
8986585,163.96
8987285,72.96
8987462,125.16
8990063,203.94
8990116,173.92
8992894,279.33
8993871,66.34
8994197,221.69
8994423,202.55
8995426,77.92
9005771,44.76
9006920,28.78
9010782,116.86
9015649,88.19
9023240,167.6
9024193,182.27
9024549,136.9
9024874,190.04
9026479,165.5
9028527,179.16
9028839,138.03
9046095,194.19
9046808,131.52
9049505,91.9
9050105,168.99
9051314,87.72
9061117,108.97
9061331,168.12
9062257,128.58
9063376,189.36
9079628,142.14
9090351,121.14
9092903,152.73
9093219,86.29
9105223,317.85
9106907,99.86
9107118,55.85
9107788,203.09
9112463,186.09
9114642,104.23
9115251,108.62
9116752,107.15
9117976,55.08
9125917,113.83
9127011,196.43
9133645,290.3
9133959,337.92
9138664,62.06
9140055,56.34
9144999,115.75
9150194,78.88
9151490,162.19
9155212,105.86
9172192,278.73
9172277,136.94
9175459,238.21
9181483,115.21
9182008,129.99
9197829,156.86
9201479,109.78
9201989,204.04
9207023,77.28
9211258,311.47
9212510,207.05
9217745,71.36
9230690,71.28
9233883,285.88
9236348,122.42
9237142,187.81
9237147,272.9
9237857,271.17
9240346,202.84
9240606,78.82
9241956,236.82
9250731,143.68
9253827,159.38
9259254,283.16
9263457,117.16
9276587,177.11
9278786,203.29
9281688,70.41
9291870,184.57
9296089,214.79
9298825,159.83
9302921,89.85
9309192,167.48
9313531,55.92
9314139,281.83
9319328,248.53
9324841,157.27
9331671,224.25
9334185,59.09
9339253,102.5
9340975,176.97
9343634,155.92
9349116,169.44
9351006,50.29
9351679,101.91
9359564,205.56
9360968,65.56
9365502,235.65
9367923,154.15
9368754,195.41
9377185,80.37
9381449,249.85
9382719,265.63
9384981,70.38
9387120,84.59
9387914,293.96
9391609,178.64
9395128,57.64
9401880,262.73
9402784,174.54
9404985,242.42
9407719,139.2
9409457,158.85
9414496,122.99
9415828,207.68
9420768,65.31
9426406,172.19
9430502,78.06
9433088,84.22
9434464,141.82
9435315,73.89
9443911,246.71
9444324,185.57
9444997,111.77
9445342,137.57
9451768,98.23
9451784,79.38
9453653,221.48
9461851,213.18
9463039,196.32
9463261,66.19
9466003,68.53
9473492,47.94
9475052,145.59
9477489,312.08
9478196,189.24
9479084,172.99
9479324,123.32
9486961,53.23
9487424,162.46
9487497,202.21
9492750,201.04
9493324,87.92
9504043,72.52
9504843,158.45
9505990,117.17
9507100,143.22
9508202,72.39
9514730,173.4
9514860,302.72
9515597,205.6
9515733,181.46
9525335,56.86
9528920,118.07
9529332,201.05
9530381,74.13
9534327,133.4
9542259,68.68
9544242,143.69
9545059,58.34
9546695,168.92
9546994,137.2
9547920,74.45
9550171,187.57
9550620,58.04
9550714,154.48
9550807,59.8
9551417,194.89
9559239,196.9
9573394,170.85
9576278,62.79
9577296,304.92
9580218,129.34
9590866,55.39
9594892,293.18
9595222,190.31
9595353,145.43
9607482,180.06
9609049,188.78
9609825,212.76
9613369,171.54
9613626,54.31
9614785,144.17
9614969,67.2
9615815,441.18
9617219,50.0
9618477,260.14
9623722,226.93
9624177,262.82
9630342,221.05
9634880,68.2
9645338,58.31
9646346,273.63
9646874,179.51
9649558,208.41
9652591,66.86
9652949,68.37
9654190,160.33
9668485,91.79
9668948,105.31
9674142,57.84
9674869,132.78
9675064,123.28
9677912,135.87
9678112,167.18
9678870,200.34
9679337,81.78
9683486,97.47
9683691,65.59
9684732,127.9
9686167,117.68
9691842,224.14
9692740,84.91
9693821,146.32
9695052,56.04
9695552,135.97
9696307,192.62
9705782,138.01
9705958,93.73
9706724,53.64
9707531,186.62
9709801,77.39
9713048,49.34
9714870,137.18
9715404,103.96
9715973,172.28
9720768,134.3
9728168,228.07
9730117,290.79
9730784,103.94
9731134,145.86
9731178,59.38
9734068,156.78
9736071,284.76
9746604,170.53
9747647,69.16
9747682,87.03
9753240,287.54
9755384,106.0
9756236,263.44
9756612,67.52
9757018,77.79
9757875,63.31
9758320,123.76
9759592,58.8
9759957,71.78
9760401,209.52
9766228,179.06
9769423,225.31
9773384,208.81
9775296,109.54
9776054,136.18
9777883,80.92
9778049,254.98
9786021,62.1
9787107,85.4
9790098,122.89
9790462,70.38
9791355,216.91
9792720,131.06
9794251,174.0
9796737,75.55
9797293,145.05
9804368,337.9
9804814,286.07
9808151,175.27
9818465,152.42
9819164,59.48
9819437,229.34
9820533,129.5
9820968,206.29
9822635,50.4
9822983,78.81
9826628,61.91
9831392,112.34
9832827,217.81
9833953,185.55
9836020,377.09
9836642,99.77
9838145,258.8
9840355,187.05
9845314,110.32
9846114,65.25
9853884,50.98
9853919,104.86
9855043,309.34
9858642,315.43
9859888,148.14
9861196,239.9
9862199,168.89
9862872,91.53
9863626,67.57
9864121,245.38
9864926,328.08
9865374,285.06
9872904,88.71
9879796,263.22
9880294,67.02
9880495,239.1
9882012,81.24
9882147,62.01
9883870,150.93
9894741,59.69
9894820,179.4
9900100,52.03
9901546,160.83
9901706,295.96
9902123,162.42
9902343,99.63
9904570,223.3
9906415,196.97
9908400,216.81
9915508,89.8
9918524,88.82
9922753,70.16
9925507,163.8
9926917,90.87
9927400,98.86
9927666,226.14
9928024,70.13
9931841,73.0
9935509,91.48
9935992,176.9
9937547,272.69
9937667,148.7
9938066,130.5
9938594,51.58
9938746,103.01
9939029,169.19
9940966,184.03
9941890,121.05
9945127,157.33
9955143,226.65
9958558,111.85
9959880,77.49
9967360,100.37
9976986,274.4
9977113,132.28
9977283,127.59
9979707,97.83
9987456,113.55
9989842,189.85
9990026,211.97
9992479,56.32
9992903,166.14
9996830,149.4
9998154,86.67
9999220,69.71
9999252,112.97
10000943,187.56
10001022,120.4
10002428,322.41
10010845,174.44
10011009,236.8
10011763,56.94
10011850,125.44
10013355,126.71
10015258,80.56
10016343,228.8
10016832,172.83
10017087,156.22
10017458,155.77
10021707,52.23
10022956,59.67
10023653,68.51
10031678,161.53
10034493,48.82
10037800,92.97
10038410,184.88
10038776,48.81
10039238,115.15
10039579,157.25
10041589,67.7
10050847,58.28
10054708,49.87
10054892,151.49
10054894,66.59
10055925,138.28
10067199,69.13
10067936,131.41
10069174,93.31
10069376,58.21
10069720,125.91
10069964,176.46
10070350,174.77
10070693,161.0
10071188,124.61
10071225,58.47
10073940,109.04
10073995,55.85
10076836,159.76
10083682,242.82
10085478,224.35
10087874,54.1
10088612,72.52
10089727,303.03
10096707,199.84
10098890,276.18
10098921,141.03
10099080,58.82
10100241,131.89
10100512,87.6
10101358,99.81
10101765,110.28
10101791,50.9
10104130,51.4
10106530,105.83
10106768,50.91
10115542,167.88
10115781,66.42
10123090,181.16
10130925,159.14
10130963,139.85
10133350,143.17
10134557,149.34
10136634,73.09
10138349,79.64
10138784,59.65
10143705,187.09
10148201,119.68
10148955,134.55
10149453,146.73
10153654,86.1
10156290,206.07
10156314,84.21
10156441,153.81
10166820,87.9
10171782,76.16
10172621,88.47
10184162,118.68
10192593,69.73
10192898,185.62
10193343,152.08
10193392,82.86
10200715,162.59
10208954,59.76
10233048,176.83
10234437,197.84
10241876,86.74
10245677,152.92
10246056,209.37
10247766,72.65
10249886,149.62
10267242,71.21
10271071,66.69
10272718,75.73
10273251,139.9
10283574,167.3
10298783,85.95
10311049,63.36
10314305,46.82
10314411,241.52
10337217,173.06
10339835,190.15
10340745,239.26
10340849,243.76
10340994,119.47
10346503,213.09
10359702,61.9
10365373,84.19
10369038,71.6
10377405,223.34
10390256,117.39
10393619,153.56
10403231,266.14
10408285,249.16
10413576,69.08
10444139,68.32
10446429,163.74
10473730,53.18
10474780,64.22
10478526,66.12
10484019,157.52
10488146,87.75
10488505,137.62
10497886,56.33
10500033,102.79
10502523,50.66
10526335,63.45
10527274,149.74
10540383,71.39
10541080,178.0
10544439,104.0
10545815,137.62
10546254,198.33
10548910,178.54
10551015,60.77
10568646,299.45
10573225,160.13
10575777,84.55
10575811,173.98
10600032,119.97
10612199,112.11
10637010,236.26
10647977,100.76
10672698,66.88
10679740,79.39
10685403,52.21
10686350,257.48
10686958,96.63
10695252,164.2
10696159,203.91
10709249,137.18
10724792,154.92
10730086,81.05
10732197,88.73
10752737,81.33
10755640,84.42
10755963,65.52
10772141,258.89
10782718,144.09
10786987,64.53
10790350,72.65
10792883,62.48
10827567,169.55
10830083,125.21
10830815,67.28
10847901,59.0
10848827,74.36
10849426,149.86
10851925,51.04
10864440,164.45
10886628,72.45
10888320,113.16
10904914,114.94
10919968,147.8
10938544,69.59
10941762,287.14
10943209,113.32
10945632,84.61
11003247,108.33
11006134,284.95
11020841,67.05
11023993,54.76
11030761,193.32
11031059,58.0
11033476,61.18
11033590,339.65
11039706,119.39
11042240,172.87
11061063,227.96
11069190,154.76
11069291,54.52
11077282,237.9
11085352,102.3
11095719,257.8
11096888,85.16
11101754,137.65
11120231,112.22
11130697,110.71
11138910,135.88
11140165,243.28
11147376,156.17
11148990,256.15
11156579,237.28
11162977,95.01
11175261,103.37
11183878,66.97
11186765,80.45
11187353,196.9
11191242,197.58
11206278,104.39
11222221,357.71
11223328,335.99
11227558,217.67
11228502,58.84
11228611,59.68
11238715,46.25
11242469,171.44
11253351,122.31
11259934,69.48
11272222,59.56
11276229,119.91
11282788,147.49
11298300,204.47
11301136,167.4
11304836,111.58
11311470,270.33
11315999,58.38
11316570,67.23
11320246,87.41
11320482,79.01
11324531,95.54
11334160,46.63
11337913,132.0
11357182,77.81
11359913,232.72
11360407,83.77
11372330,162.18
11373565,78.0
11375631,137.93
11389037,92.58
11396225,276.27
11396922,165.15
11399898,213.07
11407817,130.47
11411361,79.75
11433561,166.87
11434339,94.03
11434848,91.37
11435529,91.89
11435936,153.59
11439224,107.99
11441692,239.18
11442670,186.46
11451070,174.09
11452070,124.67
11455372,134.81
11457547,118.7
11458818,154.72
11458973,225.12
11459084,98.94
11459958,184.2
11460993,134.36
11490215,256.27
11490744,186.87
11493255,143.19
11497795,99.22
11497938,153.09
11503335,126.01
11506248,78.38
11509497,60.28
11514756,165.14
11521447,272.98
11524437,75.69
11529467,123.9
11532518,212.33
11542467,152.4
11546462,149.4
11553908,145.14
11564960,215.06
11567815,112.85
11569560,202.66
11573292,115.31
11574674,149.31
11584288,76.77
11587779,74.91
11587997,82.14
11591118,390.64
11591364,171.15
11602485,128.27
11602574,93.88
11604307,70.33
11619745,187.27
11620062,141.1
11624287,105.52
11627123,39.11
11635717,118.06
11638302,89.47
11638339,102.57
11649232,221.79
11650863,193.24
11651505,59.61
11651554,150.89
11654372,59.16
11656396,165.33
11657285,151.67
11677489,176.79
11684682,62.99
11690836,211.87
11697308,139.66
11700121,126.33
11710327,84.56
11712888,151.7
11714137,199.79
11715392,192.45
11715651,157.05
11732848,222.0
11737916,63.16
11740386,180.71
11750766,280.49
11758988,166.06
11771598,67.12
11775483,87.3
11782585,206.2
11803487,94.6
11803893,93.27
11812986,120.06
11814079,118.04
11817212,89.83
11823125,78.88
11826442,178.9
11837681,70.5
11839668,235.88
11840057,106.61
11840404,141.35
11841988,270.29
11847204,213.41
11850380,139.42
11851288,113.08
11858737,93.44
11861349,76.05
11864530,58.56
11868495,218.43
11871903,174.42
11909622,49.83
11910848,68.31
11911783,175.25
11912865,41.46
11920660,396.1
11923881,155.47
11927032,191.47
11946206,139.05
11949531,61.24
11959165,150.65
11966139,252.58
11970778,150.31
11970867,180.59
11971334,42.03
11980791,220.65
11981509,123.61
11984762,119.19
11989954,118.99
12000617,52.02
12003146,165.15
12003341,164.03
12004547,232.4
12005195,151.68
12007258,100.75
12007456,60.26
12009651,152.24
12009685,147.99
12021544,53.06
12022098,99.47
12022728,174.89
12028733,67.25
12038181,66.22
12050885,57.77
12050932,139.11
12064283,422.97
12085680,295.44
12086985,56.74
12088134,73.74
12088314,178.47
12088765,63.92
12089013,291.27
12089692,134.82
12092786,110.95
12099852,153.56
12106348,217.05
12109533,109.7
12110663,95.51
12111387,299.56
12113015,191.36
12115597,81.62
12122102,62.67
12135856,53.54
12145189,177.86
12145887,63.19
12154621,61.95
12167819,42.89
12168087,110.0
12168212,110.32
12169531,152.13
12175508,115.91
12181485,180.37
12184956,74.45
12188721,96.89
12190495,63.14
12191116,78.72
12202225,56.36
12204161,167.8
12205049,201.38
12206323,119.98
12209944,141.84
12222304,162.13
12224443,115.18
12227645,117.58
12230921,180.78
12230978,81.15
12243378,288.7
12251481,89.34
12253338,64.92
12265378,97.49
12273048,255.46
12287479,93.01
12292255,160.75
12300734,114.84
12301489,175.56
12304938,149.28
12308695,54.59
12310495,77.09
12310556,147.21
12311270,193.52
12321473,238.6
12321626,141.75
12322923,255.11
12326402,104.75
12332789,45.2
12333456,163.97
12339863,308.52
12342876,160.22
12343098,374.02
12344456,186.63
12345615,52.43
12346483,86.95
12353119,293.32
12359146,124.7
12360254,177.36
12366132,96.72
12367315,149.21
12367673,96.86
12368099,56.7
12368109,75.32
12370347,63.39
12382140,226.62
12385002,138.09
12386361,141.36
12387961,116.93
12397447,82.16
12404734,72.18
12409364,208.91
12412900,126.46
12420947,165.68
12421102,198.3
12422277,193.92
12434717,77.28
12445316,176.48
12446548,84.41
12450817,268.09
12451425,186.23
12453775,98.81
12454556,95.08
12465732,92.56
12468908,196.19
12482870,53.99
12487909,60.86
12494870,70.14
12495520,303.73
12497783,69.79
12508552,101.01
12519757,108.31
12534110,91.51
12535946,269.68
12542485,136.99
12545436,73.12
12558745,57.83
12560137,308.55
12562075,119.06
12566262,248.89
12584072,123.94
12585126,302.75
12587017,219.59
12590077,191.13
12593389,168.13
12594614,69.56
12598446,155.47
12601401,121.24
12601807,88.31
12602408,49.18
12623332,189.38
12625113,73.01
12629865,73.63
12630697,177.46
12641611,193.57
12643924,71.03
12649685,152.24
12650991,62.56
12652765,246.35
12652939,56.75
12655931,71.79
12657039,67.53
12669490,115.89
12671359,151.46
12676400,143.62
12679172,127.99
12679291,271.33
12684755,96.1
12687169,81.37
12693458,74.9
12705519,111.89
12711153,50.31
12730600,70.28
12732671,71.18
12734487,53.81
12737660,66.97
12737915,71.41
12747434,48.21
12752736,58.15
12753144,107.65
12754199,136.08
12763008,62.5
12763385,75.3
12776694,89.29
12778678,144.23
12780475,169.01
12792132,188.88
12795109,64.37
12796750,146.19
12797047,192.04
12804693,100.77
12805625,112.33
12810210,233.81
12810452,93.72
12812504,62.45
12812544,254.06
12812618,81.83
12812630,59.71
12813050,156.12
12813206,139.04
12815139,132.39
12825700,236.23
12827921,101.59
12831310,81.65
12832371,188.01
12832899,189.38
12834317,215.3
12847720,220.83
12847902,62.62
12850186,100.65
12850887,49.21
12850911,118.92
12851307,132.04
12856181,215.18
12856529,211.34
12856992,64.35
12862929,101.35
12864095,93.93
12869174,71.25
12870344,187.72
12883073,237.44
12886380,253.16
12887457,125.18
12888849,387.72
12897133,160.79
12897713,241.43
12902467,189.48
12904061,57.8
12905314,69.92
12913007,176.05
12915038,66.53
12916138,157.67
12916189,203.86
12924969,76.56
12926849,79.18
12929852,171.1
12949937,206.3
12955402,90.72
12955453,91.35
12955454,73.94
12955940,48.2
12958663,331.98
12962798,187.21
12965288,65.52
12966707,107.32
12971882,102.85
12972783,69.89
12973819,104.33
12986728,79.52
12989612,115.11
13000007,210.22
13001082,77.04
13003338,193.27
13004967,186.36
13004996,107.34
13006794,174.99
13007629,236.34
13016389,290.01
13016417,163.04
13017016,211.02
13018125,193.46
13026702,180.53
13043208,171.99
13043724,54.02
13044589,192.32
13044815,116.02
13045196,55.46
13047594,68.44
13058888,70.98
13059631,66.65
13061422,73.94
13063360,58.76
13064443,164.16
13065655,110.26
13065949,109.85
13066577,281.46
13067176,252.16
13070577,221.16
13073701,167.24
13077988,255.2
13079614,211.93
13081306,133.65
13083030,103.84
13084019,335.68
13091737,199.21
13093161,199.6
13094250,76.19
13094329,203.61
13096146,125.24
13097050,97.05
13098701,123.06
13099377,60.44
13099447,260.18
13100373,109.79
13108345,247.36
13109933,195.85
13112895,158.93
13116481,208.82
13121809,175.44
13123883,132.41
13124724,107.29
13126582,193.31
13128992,195.71
13129607,211.1
13136376,151.1
13137538,71.77
13148370,177.0
13149690,97.58
13153768,86.84
13155478,82.39
13156998,339.18
13157343,92.32
13163474,262.87
13164658,325.71
13164770,70.85
13165500,169.5
13167621,77.85
13169181,72.57
13170049,65.97
13170106,274.33
13170159,125.76
13173415,99.57
13174433,216.38
13175743,60.38
13182093,67.48
13183672,161.27
13184939,325.61
13186655,142.79
13186804,207.45
13188622,215.72
13189500,156.66
13201181,217.18
13207484,238.03
13209482,241.02
13209493,143.33
13209699,59.12
13213869,85.87
13217170,63.57
13217609,110.77
13223445,118.53
13230807,118.0
13231399,205.1
13231566,101.01
13236148,143.37
13238321,72.05
13239693,133.02
13243615,186.09
13245721,248.53
13248742,78.13
13250303,68.51
13251558,64.76
13254504,218.18
13261498,188.32
13262935,62.74
13266202,63.27
13274918,186.53
13278654,188.94
13280923,92.18
13287347,85.22
13289643,208.98
13291508,69.58
13291548,93.12
13292993,181.35
13294291,88.77
13294859,75.48
13308110,130.95
13308276,167.58
13308629,81.61
13309409,200.51
13311896,54.44
13312968,75.71
13313377,80.64
13313576,152.67
13318272,73.04
13324758,74.82
13330683,69.76
13333699,215.09
13333916,64.12
13342037,146.96
13343144,62.32
13355002,113.57
13355711,51.02
13355833,84.5
13359578,240.1
13359798,111.02
13362486,74.36
13370053,160.86
13374115,70.05
13376767,135.42
13377893,47.87
13378177,158.3
13378438,49.53
13378919,53.23
13379269,75.67
13379511,194.35
13387572,191.61
13388285,57.68
13388929,201.71
13389280,227.15
13391165,124.71
13392941,93.8
13394748,49.47
13395955,164.15
13397316,228.59
13397781,179.12
13407067,81.89
13409920,95.95
13410813,205.79
13411759,159.42
13412918,101.16
13424903,96.07
13425518,250.0
13427658,62.26
13430483,239.43
13431552,205.38
13431793,245.37
13432348,239.41
13432549,129.19
13432828,234.35
13435285,184.52
13435688,189.78
13436489,53.95
13443722,124.99
13444902,76.19
13445935,168.34
13446580,175.33
13446921,67.68
13451720,84.83
13451943,53.51
13452799,79.51
13459473,91.51
13465546,211.48
13466302,253.69
13466561,96.04
13479302,180.92
13479649,130.76
13480134,63.71
13480162,159.66
13486680,55.24
13486730,156.67
13487852,70.72
13489132,172.66
13490097,63.05
13492036,145.18
13495361,324.04
13496176,139.63
13496318,275.16
13497388,150.4
13508285,185.84
13508567,129.32
13511347,105.4
13514387,96.89
13515087,122.0
13519630,145.83
13525308,114.41
13526398,139.86
13526483,113.36
13528649,142.51
13531852,130.31
13532669,70.59
13532789,201.26
13533366,63.4
13539571,79.12
13540817,191.37
13540829,118.26
13541505,68.34
13543171,204.91
13545656,129.47
13548332,165.11
13548515,146.0
13548885,50.25
13549750,196.5
13550120,126.47
13550629,297.13
13556607,107.32
13558387,208.9
13560118,188.88
13572767,190.99
13578431,93.99
13586426,80.86
13590002,212.07
13595786,135.72
13606337,56.63
13606847,140.31
13607904,59.44
13614714,101.35
13617449,111.84
13623452,93.87
13632649,182.66
13633299,76.66
13634292,61.05
13634496,115.89
13635848,79.26
13641625,125.56
13642631,217.47
13649833,68.88
13653677,52.92
13654347,211.27
13654429,133.7
13654760,206.05
13657292,113.5
13658407,163.83
13659004,47.53
13662078,153.89
13669049,133.76
13669161,93.17
13669423,159.97
13670109,153.57
13670376,185.66
13672890,95.63
13674799,93.23
13675798,157.09
13686122,204.85
13694692,75.79
13698284,180.48
13699396,67.89
13700298,72.19
13702697,229.71
13712336,56.03
13715798,108.94
13715977,69.81
13720750,80.3
13723312,150.47
13724932,68.38
13725995,146.56
13726934,119.41
13730495,171.56
13732215,112.65
13733036,226.12
13733309,174.26
13740409,146.65
13740419,256.88
13743350,177.89
13743786,119.41
13744371,77.14
13745575,269.33
13745644,247.73
13750448,71.4
13752672,91.72
13760233,109.22
13760302,78.25
13763512,108.62
13764984,95.79
13765918,248.24
13765949,154.56
13766690,78.1
13767238,182.8
13769006,58.11
13769545,91.63
13769969,70.13
13770179,79.24
13770587,191.04
13770996,182.48
13771885,67.71
13780748,219.08
13783769,131.98
13785938,101.85
13794822,74.26
13801296,74.19
13801326,62.19
13802521,62.67
13802699,127.07
13803517,49.01
13813731,54.9
13814227,125.47
13815162,49.36
13816385,55.22
13821190,64.87
13824091,126.96
13830463,202.3
13839238,60.62
13840253,129.57
13840935,64.7
13842204,82.24
13843286,318.56
13843681,103.19
13844921,171.31
13845597,222.38
13847244,198.46
13847278,144.73
13848005,173.81
13856320,151.21
13856810,193.21
13858187,257.68
13863230,106.58
13864551,126.27
13866112,198.32
13867110,175.03
13868137,45.95
13876809,58.2
13881317,280.91
13882858,127.26
13883303,58.3
13883481,58.93
13884778,102.13
13893853,170.08
13899190,188.19
13899934,83.68
13900695,57.27
13900712,107.98
13907872,147.15
13912725,74.74
13920697,99.16
13921462,73.49
13921768,53.21
13923255,110.29
13934790,148.38
13934894,90.57
13935360,101.32
13935511,69.56
13936825,65.26
13937701,103.46
13937820,82.3
13938420,69.18
13941332,71.72
13942921,57.66
