Id,sampling_rate,age,gender,ethnicity,mean_pitch,max_pitch,min_pitch,jitter,shimmer,energy,zcr_mean,spectral_centroid_mean,tempo,hnr,num_words,num_characters,num_pauses,silence_duration,path
581,22050,35.0,0,german,1288.3345,3999.7925,145.37077,0.0271460115586907,0.1354767142058108,0.0034728571636166,0.1170066899710704,1769.1502679722216,86.13281,-110.45924027265848,69,281,23,20.410340136054423,582.wav
584,22050,35.0,0,fijian,1542.3207,3999.7566,145.35553,0.027672266333835,0.1425256616488247,0.0051379907949464,0.1137335946626752,1804.2907483555744,117.453835,-92.66081046335724,69,281,10,16.48616780045351,585.wav
585,22050,22.0,1,czech,1201.2749,3999.0671,145.48575,0.020030944512789,0.0757293941140241,0.0130105281360278,0.0983114284344872,2402.0376086899,95.703125,-82.36594017066163,69,281,18,21.71065759637188,586.wav
588,22050,60.0,1,english,1379.6874,3999.0432,145.45378,0.0237050646341025,0.0966262900605871,0.0084374854835329,0.1435964578724188,2519.298497366051,112.347145,-66.91755490705084,69,281,6,22.38403628117913,589.wav
591,22050,24.0,0,english,1224.5546,3999.7295,145.36429,0.0220052150869118,0.1255207290197847,0.0091310453903925,0.1652065991817155,2620.161827644213,117.453835,-75.444123308351,69,281,9,18.01868480725624,592.wav
592,22050,69.0,1,japanese,1241.0029,3999.6377,145.67188,0.0183179826478235,0.0936029490686194,0.0026507715959673,0.1521544339364035,2284.503498358626,161.49902,-114.2178128090916,69,281,41,17.97224489795918,593.wav
593,22050,20.0,1,macedonian,1735.0764,3999.5457,145.47572,0.0172784396530604,0.0676564297485284,0.0212395664037836,0.1665231036324786,2789.2867469065,198.76804,-77.50525704621042,69,281,12,20.340680272108845,594.wav
594,22050,75.0,0,english,1762.1648,3999.3916,145.46756,0.0273413152350562,0.1332247352181668,0.0075986067249832,0.1367622270976027,2268.072581054899,99.38402,-81.93773709887,69,281,20,19.71374149659864,595.wav
596,22050,22.0,1,greek,1595.1576,3999.5227,145.36746,0.0209945267556374,0.1345118282150662,0.0018491660654847,0.1776741049903568,2428.9912557874454,92.28516,-131.76941810693572,69,281,15,18.66884353741497,597.wav
597,22050,25.0,1,french,1592.5819,3999.7034,145.72366,0.016550198088161,0.0966569530967303,0.0055238369775077,0.1629631448779585,2910.3523953272024,117.453835,-83.01807941757654,69,281,14,19.435102040816325,598.wav
598,22050,46.0,0,english,2204.2458,3999.6277,145.46716,0.0177533882231977,0.1003469541600375,0.0017653631314642,0.1357074152143931,2917.878007895371,103.359375,-105.79057174299116,69,281,14,19.91111111111111,599.wav
600,22050,40.0,0,miskito,1504.4143,3999.4958,145.68129,0.0205875306083988,0.1210125891093986,0.0007795941947327,0.1998738771508097,3173.03006706708,129.19922,-149.78044210440996,69,281,38,19.82984126984127,601.wav
601,22050,19.0,1,korean,904.6744,3998.8303,145.39803,0.0216387262161472,0.1202126707627267,0.0028025096948224,0.0941893657759391,2233.702459482807,123.046875,-95.43855657216352,69,281,15,25.551927437641723,602.wav
603,22050,62.0,0,russian,1530.6589,3999.6243,145.35765,0.038678632138267,0.1574218732054241,0.003185303082948,0.1252086500769343,1856.8567350045648,161.49902,-123.62271693307002,69,281,41,28.606984126984127,604.wav
605,22050,40.0,1,arabic,1513.1163,3999.0405,145.43532,0.024158365140392,0.1141576566952599,0.0046733515636452,0.1776018253335266,2820.3196449650773,135.99918,-115.82194259611032,69,281,35,20.224580498866217,606.wav
607,22050,20.0,0,portuguese,1126.973,3999.7026,145.38753,0.020147973059123,0.094649125304824,0.00670255882695,0.1003949284957627,2197.863406937016,172.26562,-103.63285253266882,69,281,33,26.006349206349206,608.wav
610,22050,27.0,0,mankanya,915.0045,3998.9172,145.42136,0.0217592574723604,0.1118039238760231,0.0018028605340701,0.0763619211606096,1481.0612267506738,123.046875,-133.6641806550773,69,281,29,30.534240362811783,611.wav
611,22050,50.0,1,portuguese,1216.2361,3998.2156,145.66136,0.0236067496388708,0.1420319213600253,0.0040761105841098,0.1239762826129283,1944.6343280396304,103.359375,-99.87915804644103,69,281,1,21.84997732426304,612.wav
613,22050,23.0,0,italian,1766.769,3999.4875,145.42146,0.0249499491054008,0.1133935335938616,0.0033786435050321,0.2252132513199901,3334.750881421932,135.99918,-87.41659299255832,69,281,14,19.342222222222222,614.wav
617,22050,19.0,1,english,1622.1962,3999.713,145.41331,0.0183593403464573,0.0927870434984021,0.0054304344243248,0.1537354262232416,2439.6253981103,99.38402,-96.1069532153993,69,281,32,18.436643990929703,618.wav
619,22050,74.0,1,english,1336.9543,3999.0134,145.4651,0.0214059147787841,0.0961284023650533,0.0032553367219513,0.1068362540518638,1785.6045719010506,151.99908,-107.4413644059999,69,281,28,24.636371882086166,620.wav
621,22050,32.0,1,english,1391.1736,3999.6228,145.72556,0.0211466318656103,0.1110488292318903,0.0095678524815589,0.1122557941839118,1877.0133099218967,117.453835,-77.71176348999127,69,281,10,15.44126984126984,622.wav
622,22050,22.0,1,dutch,1782.5348,3999.3237,145.52158,0.0231787238536629,0.0937101794354936,0.011625534466861,0.1722494219450672,2458.5493064143047,103.359375,-102.67474233076206,69,281,9,17.716825396825396,623.wav
623,22050,21.0,0,korean,411.67407,3997.4773,145.64908,0.0364144218893119,0.1958708679004284,0.0094363929390086,0.0314610160175879,1059.132613797404,112.347145,-68.29030887714832,69,281,1,32.32829931972789,624.wav
626,22050,20.0,0,bulgarian,1612.0228,3999.3772,145.52686,0.0208065531300165,0.1074086393196359,0.0019061540013717,0.1716885283883975,2941.218185210166,107.666016,-99.61148816978724,69,281,16,18.854603174603174,627.wav
627,22050,21.0,1,german,1589.6824,3998.6973,145.51607,0.025294250371588,0.1164028592227024,0.0051001510422994,0.1355672274908592,1986.936238966194,103.359375,-104.67667720393251,69,281,25,20.781859410430844,628.wav
628,22050,52.0,0,sa'a,1496.7947,3999.417,145.37613,0.0220437418766258,0.1140329886809487,0.0019575358316866,0.1185272350841874,1855.3018413691343,103.359375,-134.30666263453452,69,281,34,21.17659863945578,629.wav
629,22050,21.0,0,english,1472.3347,3999.7014,145.35425,0.0195176267379075,0.0821484500826058,0.0035730768995591,0.0999982110385237,1914.20924267715,78.30256,-101.17001764684709,69,281,15,18.227664399092973,630.wav
631,22050,43.0,1,bai,2061.9878,3999.7095,145.54349,0.0112062956456374,0.0635435729129898,0.0040338904266102,0.3359762939266615,3656.427552511836,92.28516,-130.7598978519409,69,281,76,29.512562358276654,632.wav
633,22050,49.0,0,punjabi,1696.8473,3999.7317,145.47131,0.0169710819374662,0.079687500641596,0.0079741557419021,0.1831244334593166,3201.652682513552,103.359375,-103.77014641527032,69,281,39,29.46612244897959,634.wav
635,22050,19.0,0,romanian,898.88086,3999.2966,145.52774,0.030685724302845,0.1754440076994314,0.0036565230662813,0.1035373263888888,2128.697518996639,86.13281,-119.44640257013212,69,281,14,15.046530612244895,636.wav
637,22050,31.0,1,english,1701.4674,3999.5889,146.07883,0.0231349164721443,0.0937356632744032,0.00235867996676,0.156942823076309,2655.28836057882,135.99918,-94.05755602546404,69,281,12,15.975328798185942,638.wav
638,22050,37.0,0,greek,1509.9834,3999.7607,145.38864,0.0308557429870941,0.1153720172540928,0.005053556500632,0.085294462943989,1995.1216865170247,99.38402,-104.60186274664036,69,281,11,23.63791383219955,639.wav
639,22050,38.0,0,english,1417.7128,3999.3086,145.45341,0.0315457276663183,0.1013199378971664,0.0038082385550371,0.1289002440805658,2349.1547896990014,103.359375,-98.24298263868349,69,281,11,15.51092970521542,640.wav
644,22050,20.0,1,english,1828.6235,3998.9387,145.4482,0.0180639156285284,0.0990459671959793,0.0050302333033564,0.2143055125825082,3281.6542562722434,107.666016,-78.13156399861788,69,281,11,17.949024943310658,645.wav
652,22050,21.0,1,italian,1487.7145,3999.4045,145.53891,0.0203806404296481,0.090795760732176,0.0417428129028828,0.1666074307327097,2676.808191504704,151.99908,-63.231914619325714,69,281,10,17.15954648526077,653.wav
653,22050,68.0,1,dutch,1670.8995,3999.6138,147.10231,0.0283258350773195,0.1209447589954612,0.0075241495993368,0.1131877765788898,1910.091151736841,99.38402,-74.09862829170895,69,281,13,23.91655328798186,654.wav
654,22050,58.0,0,english,1497.9009,3999.0098,145.44899,0.0175655630003444,0.0932437548056363,0.0042439926888979,0.0903412275784753,1492.8937163083608,143.55469,-101.7422340765999,69,281,19,19.992380952380955,655.wav
655,22050,31.0,0,english,1613.236,3999.5503,145.51074,0.02109460138358,0.1611634002187603,0.0038382767750575,0.1427202125296208,2330.537336396987,184.57031,-105.94567728671296,69,281,11,17.57750566893424,656.wav
657,22050,28.0,0,georgian,1439.5348,3999.787,145.8278,0.0213479948771692,0.1170151494223307,0.0058936698593909,0.0960117259372125,1555.6515149092434,107.666016,-92.71120748945316,69,281,1,25.23179138321996,658.wav
658,22050,22.0,1,korean,1594.1237,3999.756,145.5095,0.0184340930065648,0.0767902678479477,0.0038379517183514,0.1611436707348853,2972.4118020915485,129.19922,-92.1340657291557,69,281,36,25.913469387755104,659.wav
659,22050,22.0,0,bambara,1609.7067,3998.9421,145.42073,0.0220095777378665,0.1061476251610744,0.0039071136533582,0.150270534206081,2117.655858929087,107.666016,-123.93339592918886,69,281,39,22.31437641723356,660.wav
661,22050,57.0,0,english,1832.924,3999.1516,145.41684,0.0217043217988172,0.0855738613926183,0.0036595788552852,0.1363311609455958,2251.4919430941527,103.359375,-84.83651264795536,69,281,19,18.622403628117915,662.wav
664,22050,56.0,1,french,1881.3613,3999.4895,145.38824,0.0214128031171032,0.0860991819222339,0.0013626365982301,0.2383404572224251,3562.030080347961,135.99918,-122.78282783523228,69,281,30,21.664217687074824,665.wav
666,22050,37.0,0,french,968.1298,3998.4705,145.41243,0.0481240072164388,0.1354473442818887,0.0027293059979529,0.0850007457752838,1820.054649953127,89.10291,-124.7748063950664,69,281,26,19.5831746031746,667.wav
667,22050,31.0,1,polish,929.9209,3999.7756,145.38216,0.0260885710399391,0.1030401000519624,0.0065128154022315,0.1219398235452586,2311.3167043195613,107.666016,-84.21055046495157,69,281,22,21.757097505668927,668.wav
668,22050,28.0,1,cantonese,2287.4207,3999.6794,145.39139,0.0230234417748624,0.0893657663265225,0.002247227748688,0.1617652309368652,2723.6894161981736,143.55469,-104.71734286373716,69,281,36,27.708480725623577,669.wav
669,22050,42.0,0,hindi,1275.4105,3999.5325,145.41217,0.0196837578142009,0.1009607433609314,0.0046519613399522,0.0943079121457041,1580.7837037674494,123.046875,-108.67295305571858,69,281,24,19.82984126984127,670.wav
670,22050,40.0,1,english,1939.4384,3999.3193,145.68834,0.028737074347374,0.1734598655418916,0.0076047102629708,0.0958828053127874,2340.137704465751,129.19922,-82.22645529058808,69,281,1,25.217052154195013,671.wav
672,22050,21.0,1,english,1367.2058,3998.577,146.15558,0.024631087307159,0.170421843710138,0.0039207662690629,0.0547045973867147,1767.5141517093657,103.359375,-98.52675304694978,69,281,1,22.533242630385487,673.wav
673,22050,52.0,0,english,1420.4235,3999.7905,146.17343,0.0261670083948204,0.1557091468422181,0.0042828957037362,0.1314510233918128,1859.03283092944,107.666016,-105.24451096810928,69,281,8,16.973786848072564,674.wav
675,22050,23.0,0,russian,1332.4039,3999.1128,145.46864,0.0370033658181828,0.1395375835879965,0.0051266950254933,0.1141821712427745,2332.805116918085,117.453835,-70.73497264495097,69,281,1,20.07659863945578,676.wav
678,22050,25.0,1,bosnian,1517.6046,3999.463,146.34099,0.0246228199344859,0.1015331699422939,0.0096284205804974,0.1306820101351351,2026.1744093624368,112.347145,-90.30114508321074,69,281,26,17.205986394557822,679.wav
679,22050,18.0,1,arabic,1383.8774,3999.4236,145.5106,0.02259346397799,0.093811099148478,0.0051008138796251,0.1310246336579048,2344.863556605528,117.453835,-91.21801161014302,69,281,13,26.30820861678005,680.wav
680,22050,20.0,1,english,1352.8784,3999.6362,145.37146,0.0276212663157342,0.1064272566923789,0.0023938238560733,0.1594228456677565,2619.4292417219485,99.38402,-104.10053644672011,69,281,13,18.45986394557823,681.wav
681,22050,21.0,1,english,1398.7069,3997.4248,145.35904,0.0300082311874487,0.139434240185008,0.0022256959430376,0.1563259548611111,2519.4732792011005,172.26562,-97.68280123462588,69,281,1,20.897959183673468,682.wav
684,22050,38.0,0,english,1352.3667,3998.3323,145.39651,0.0225216315546929,0.1419381742734058,0.00690879898997,0.1083658854166666,2259.315933058943,112.347145,-83.1468477761716,69,281,14,17.171473922902496,685.wav
685,22050,19.0,1,french,1048.7722,3998.8074,145.35144,0.0262789422208497,0.1176851386627105,0.0024021699532002,0.1689773735581189,3314.447681348625,123.046875,-104.93655912656612,69,281,12,20.201360544217685,686.wav
687,22050,29.0,0,macedonian,1693.0992,3999.6978,145.48982,0.0218904983030166,0.1431503955508928,0.0048038986788894,0.2939197097378277,3989.207576633944,99.38402,-88.17245219337384,69,281,17,20.20136054421769,688.wav
689,22050,19.0,1,lao,1523.8032,3998.6304,145.35677,0.0130380151050871,0.0566247947298633,0.0095678587239592,0.1428982429979253,2393.8890869916595,123.046875,-85.6292800363763,69,281,36,25.07755102040817,690.wav
690,22050,50.0,1,korean,1279.9818,3999.5337,145.63455,0.0172412784206298,0.0723484516268061,0.0046787971419935,0.1437333378478558,2370.3727327398874,129.19922,-92.75866184881674,69,281,23,20.10848072562358,691.wav
692,22050,31.0,0,english,1702.84,3998.8992,145.47551,0.0223922798446659,0.1191725669807137,0.0055524664198247,0.1211481849219621,2246.928995864808,92.28516,-83.22346917713936,69,281,12,18.66884353741496,693.wav
697,22050,29.0,0,portuguese,1386.238,3998.7197,145.37215,0.0254764836213025,0.1493219209598948,0.009878296875723,0.1031998143051609,1827.953142007249,215.33203,-90.1615943342027,69,281,16,19.667301587301587,698.wav
699,22050,42.0,0,english,1544.9584,3999.712,145.68161,0.0223252629076807,0.1156227812615852,0.0052687707570989,0.1570627653927813,2732.0972120601755,112.347145,-89.95015414814517,69,281,7,21.12866213151928,700.wav
701,22050,35.0,1,croatian,1458.07,3999.5466,145.40112,0.0219878826534942,0.0876852734899392,0.0066490788621449,0.1285577053862894,1832.114934701841,103.359375,-93.52073560127148,69,281,26,17.647165532879818,702.wav
702,22050,38.0,1,konkani,1210.6698,3998.4897,145.42914,0.0188057662375556,0.109053666674988,0.0063967439419913,0.0994037185936196,1712.5736378463123,151.99908,-93.3440339649216,69,281,26,21.0140589569161,703.wav
704,22050,45.0,1,english,1706.24,3995.8523,145.89923,0.0152933182141872,0.1217666234550102,0.0013323462622353,0.1403717518426594,2797.828634224787,135.99918,-137.06042496202997,69,281,17,15.046530612244895,705.wav
705,22050,60.0,0,ga,1581.3574,3999.3618,145.39244,0.0501036771777986,0.1895651479400225,0.0069281009105164,0.126697966152019,1902.6767459193825,103.359375,-99.24268901485932,69,281,18,15.975328798185943,706.wav
707,22050,19.0,0,english,1480.5021,3999.5989,145.43373,0.0241335984992718,0.1295773870336148,0.0028558308399749,0.1363988209355828,2845.4150478297056,112.347145,-96.13296721299318,69,281,1,18.92167800453515,708.wav
708,22050,26.0,0,english,1419.1805,3998.9106,145.46474,0.0348742276219742,0.1276062084753743,0.0039519800494328,0.1047509036847015,2160.9755984296035,135.99918,-94.6089675583448,69,281,11,16.462947845804987,709.wav
712,22050,45.0,1,danish,1698.1606,3999.0593,146.23802,0.0202127047647965,0.0920831001221218,0.0070367739366243,0.1727610518292683,2856.611686009049,103.359375,-93.90438669960707,69,281,23,20.87473922902494,713.wav
713,22050,29.0,1,english,1761.2504,3999.786,146.42064,0.0156171017661765,0.0835974106014443,0.0012533962876882,0.1843045142389112,2856.130301450988,129.19922,-128.82891106844218,69,281,28,17.786485260770974,714.wav
714,22050,42.0,1,english,1642.4823,3999.4705,145.40958,0.0199332706032405,0.0755339544165508,0.0102165149467753,0.1653486650068681,2606.442594405593,107.666016,-53.747201535521015,69,281,11,18.343764172335604,715.wav
715,22050,53.0,1,ilonggo,1694.8029,3999.3884,145.47508,0.0253810656516796,0.0685191045972082,0.0077562140933842,0.2103390163845486,2953.4289363008425,99.38402,-78.64880545606133,69,281,26,23.777233560090696,716.wav
717,22050,47.0,0,bosnian,1956.437,3999.707,145.36832,0.0284884714146227,0.1704411517507146,0.002212408221384,0.2528964212254619,3162.2118639377795,123.046875,-118.35114899651956,69,281,8,15.16263038548753,718.wav
718,22050,25.0,0,ewe,1814.8467,3999.6729,145.36769,0.0194157105552267,0.112756517429921,0.0050597978394814,0.1783976131836778,3001.8625327107484,123.046875,-88.17773464824188,69,281,18,22.894875283446712,719.wav
720,22050,22.0,1,english,1695.3901,3999.6755,145.89641,0.0262026091056731,0.1075364162247985,0.0069133421017749,0.1085966796875,1759.1275192341068,123.046875,-117.17266968399554,69,281,23,19.063582766439907,721.wav
722,22050,75.0,1,english,1549.015,3998.4065,145.43184,0.026568605358515,0.1646334895168018,0.0028546549779915,0.1571816679892732,2752.324848360572,112.347145,-105.02478232968858,69,281,13,23.26639455782313,723.wav
724,22050,29.0,0,bengali,1666.5541,3998.9958,145.39833,0.0287876703580691,0.1452969579420213,0.0044808761902118,0.1280621027542373,2591.7187253564816,107.666016,-86.20905125464697,69,281,1,20.54235827664399,725.wav
726,22050,41.0,0,dutch,1379.7161,3999.4395,145.43744,0.0278912233025287,0.1245856395382147,0.0025554102369835,0.0984975898305976,1695.672273478308,117.453835,-142.95887830314612,69,281,39,18.761723356009075,727.wav
727,22050,29.0,0,newari,1145.9047,3999.1758,145.36853,0.020626069930195,0.1340554499710081,0.0044133168087172,0.1062530950271059,1866.181795496696,103.359375,-117.59090803596176,69,281,2,27.169931972789115,728.wav
728,22050,27.0,1,korean,1285.7659,3998.8518,145.83455,0.0230465744663132,0.0981071600827171,0.0133677797454395,0.1786213103489483,3125.372947503433,112.347145,-50.80560467861644,69,281,6,21.362358276643995,729.wav
734,22050,20.0,0,nepali,804.3894,3999.0977,145.35176,0.0223718033749363,0.1744458847583327,0.0054735831611661,0.1077759582462859,1823.5928693040887,135.99918,-83.05161926398561,69,281,1,24.98467120181406,735.wav
735,22050,23.0,1,polish,1381.7284,3999.5374,145.62201,0.0202563142669771,0.0868463615770995,0.0047426300182867,0.1130533572817631,1851.79230107744,86.13281,-99.1953429513093,69,281,30,20.990839002267577,736.wav
737,22050,24.0,0,polish,1190.6888,3997.4822,145.39215,0.0279878403664791,0.1614402368474037,0.0024951871777157,0.0801363913030078,1354.9478042898616,80.74951,-124.97599974870226,69,281,16,19.319002267573698,738.wav
741,22050,26.0,1,krio,1359.3473,3998.8523,145.67273,0.0163554317774238,0.11503986462988,0.0029431717019284,0.1956590003465003,3299.357743159081,161.49902,-92.03283446682342,69,281,29,27.18829931972789,742.wav
744,22050,26.0,1,russian,1087.0529,3996.5515,145.3598,0.0235747727715076,0.1204412759504198,0.0149625754018908,0.1635521115280512,2195.814071427853,135.99918,-58.63371438576275,69,281,16,19.64408163265306,745.wav
746,22050,21.0,0,english,1488.6388,3999.7922,145.35565,0.029703553617254,0.1396998953820969,0.0053109946535387,0.1662044835116468,2454.226170186446,161.49902,-81.60841020366615,69,281,13,18.738503401360543,747.wav
747,22050,23.0,1,english,1360.627,3999.2734,145.45428,0.0240019748007758,0.1068527857857991,0.0085054834062079,0.0928829642465538,1604.5618443747885,135.99918,-75.07817989486553,69,281,12,16.579047619047618,748.wav
749,22050,54.0,1,english,1677.0278,3998.9553,145.50795,0.0204282722251053,0.0865344992421829,0.0034412118005227,0.1731365962446543,2921.294112740897,89.10291,-99.74357362132248,69,281,36,22.662675736961454,750.wav
751,22050,30.0,1,english,1632.5249,3999.644,145.67236,0.0178481856418734,0.0803479532053885,0.006476456339728,0.1614138045400943,2815.1537831257256,99.38402,-83.73256179250298,69,281,16,22.54657596371882,752.wav
752,22050,43.0,0,english,1506.7349,3998.343,145.38051,0.0205567526080657,0.1064406752509826,0.0074017766064057,0.1975919374696011,3067.092189842982,184.57031,-91.24051418983052,69,281,10,17.740045351473924,753.wav
753,22050,33.0,0,oromo,1426.5829,3999.3855,145.36053,0.0278121753379495,0.1050745296210163,0.0083848317261338,0.1210658924326466,1917.6230535144275,107.666016,-100.5599493718796,69,281,24,19.92272108843537,754.wav
757,22050,38.0,1,english,1597.0177,3999.187,145.98509,0.0186406359561999,0.0901850301740574,0.0043125405403121,0.1863437715814917,2994.633987227599,129.19922,-76.2433017099167,69,281,9,18.06512471655329,758.wav
758,22050,43.0,1,mandarin,1094.3109,3999.2642,145.43996,0.0251346397335009,0.1082946649476261,0.0059208390078565,0.094061063096049,2062.4879233602524,135.99918,-113.89827781540276,69,281,29,28.189024943310656,759.wav
762,22050,33.0,0,english,1488.7787,3999.4016,145.51277,0.0284563937823096,0.1319289781566085,0.0030558882087896,0.1340095582336639,2368.699825662692,103.359375,-96.70322529521508,69,281,11,17.484625850340134,763.wav
765,22050,37.0,0,russian,1688.4437,3999.7097,145.41254,0.0198162930733034,0.0860628634682272,0.0067404500265387,0.1338124804268074,2611.2153424275984,135.99918,-103.67336461452189,69,281,48,23.91655328798186,766.wav
766,22050,30.0,0,english,1567.1561,3998.9858,145.42802,0.029337578707743,0.1207020678328552,0.0038396982150706,0.1018961083074534,2121.24083575931,123.046875,-96.96911652952885,69,281,17,19.87628117913832,767.wav
767,22050,77.0,1,english,1458.6415,3999.4968,145.71904,0.0256441081232207,0.1119845672312238,0.0034388021904396,0.140298444946386,2733.712428846824,103.359375,-97.18396452397124,69,281,1,29.22072562358277,768.wav
769,22050,69.0,1,garifuna,1045.0526,3999.2087,145.4311,0.0182255352655657,0.1233884514821805,0.0103926652765215,0.1202780472111247,1938.2426637587748,89.10291,-115.11168391577066,69,281,44,25.75092970521541,770.wav
770,22050,23.0,1,dutch,1649.1837,3999.661,145.76198,0.0154823719520084,0.0668348390354683,0.0027275673022159,0.1565625,2561.2717828368864,123.046875,-105.98673446380268,69,281,23,18.52952380952381,771.wav
771,22050,22.0,0,english,2026.7692,3999.4548,145.63089,0.0171562641228241,0.1024417268899124,0.0052231803693071,0.170900510881104,2381.665812631264,151.99908,-89.04199754266958,69,281,22,16.92734693877551,772.wav
774,22050,24.0,0,bulgarian,1621.7042,3999.274,145.58946,0.0264250574457842,0.139218734302747,0.0016344905039624,0.1148877534819551,2055.918153150931,129.19922,-141.10737283205015,69,281,34,22.59301587301588,775.wav
777,22050,84.0,1,english,895.9037,3987.6487,145.76535,0.0322518644492302,0.131133848430609,0.009397948251203,0.1158371969918224,2232.22036352995,107.666016,-65.28729528722877,69,281,3,24.73954648526077,778.wav
778,22050,61.0,1,bengali,1300.0756,3999.5603,145.56096,0.0204951949789311,0.0818149123758215,0.0079067700216531,0.0929892228588385,1926.66354556371,129.19922,-103.366770789228,69,281,45,22.105396825396827,779.wav
779,22050,21.0,1,korean,1234.8723,3999.1692,145.58658,0.0231942381117937,0.0932219960219967,0.0087383637644759,0.0911420597544234,1648.411686959526,161.49902,-91.91581238553589,69,281,10,37.685260770975056,780.wav
780,22050,18.0,1,english,1102.1074,3999.425,145.41566,0.0237460222493512,0.1129117907427052,0.0056972064469989,0.1479573859393667,2443.072029041368,151.99908,-83.55775208607426,69,281,10,16.973786848072564,781.wav
782,22050,32.0,0,english,1549.4803,3999.7683,145.39746,0.0196356635518876,0.103027057200025,0.0058309585928059,0.1851761673124438,2969.989562871331,103.359375,-73.49691130377816,69,281,14,20.642539682539685,783.wav
783,22050,24.0,0,french,1499.5603,3999.5461,145.50386,0.0381171520662059,0.1322483907335249,0.0179526562111433,0.1196496107553003,1763.8858675722818,129.19922,-69.15890568926808,69,281,7,16.068208616780048,784.wav
784,22050,77.0,1,english,1306.4487,3999.57,145.40878,0.0180678251813097,0.1004078352315334,0.0040694973775356,0.1135428406762295,1975.578537698826,184.57031,-118.96399995560796,69,281,50,22.47691609977324,785.wav
789,22050,18.0,0,english,1200.0144,3999.4363,145.49696,0.0224967791802899,0.1240206501441672,0.019042897658649,0.1147918356729684,2226.466641081043,117.453835,-80.60774236915057,69,281,12,16.81124716553288,790.wav
791,22050,30.0,0,hadiyya,1172.267,3999.6755,145.3734,0.0175083991587566,0.1346113745650212,0.0059310087437476,0.0979568069045608,1777.378142052365,112.347145,-110.99282572139114,69,281,35,24.96145124716553,792.wav
792,22050,35.0,0,arabic,1766.9045,3999.3088,145.35847,0.0247587774036323,0.1196324145505355,0.0116451540683461,0.2002992235924586,2918.99738984765,172.26562,-88.3622478649725,69,281,12,17.832925170068027,793.wav
793,22050,21.0,0,mandarin,1711.1573,3999.463,145.37465,0.0197467916984655,0.0829619967746092,0.0023329228006611,0.1515196706631777,2097.5644200866686,117.453835,-112.909041438668,69,281,36,23.730793650793657,794.wav
797,22050,20.0,0,english,1095.2261,3989.8503,145.42139,0.0278630033089944,0.1640361015341605,0.0040880460233672,0.1210807361074093,2621.262153490994,129.19922,-102.65362072529878,69,281,11,16.718367346938777,798.wav
798,22050,22.0,0,french,1729.8153,3999.0056,145.39732,0.0220702815372153,0.1526158449032793,0.0052749100075342,0.1211787271236187,2642.106671198971,117.453835,-71.46373198391603,69,281,1,24.93487528344671,799.wav
801,22050,46.0,0,bulgarian,1360.1678,3999.1887,145.46515,0.0225570080413728,0.1220186168521748,0.0057580860561631,0.1538775056619516,2409.8491561221795,129.19922,-97.27427124673964,69,281,39,26.19210884353742,802.wav
802,22050,37.0,0,farsi,1258.3003,3998.9604,145.39017,0.0234862843216897,0.1155461734471679,0.0074968781682556,0.0832486749116607,1639.7333125708644,83.35433,-95.4406529164558,69,281,23,26.517188208616773,803.wav
803,22050,41.0,0,satawalese,1373.4615,3999.7024,145.48622,0.0257990209240331,0.0837264850775524,0.0111565087687795,0.1119129316583953,2026.238526918445,129.19922,-108.362525984305,69,281,31,19.06358276643991,804.wav
809,22050,24.0,0,english,2072.9797,3999.7756,145.525,0.0220624615603113,0.1168501774463036,0.0026115588894301,0.1605068723907171,2965.9554059836832,129.19922,-97.29520567034716,69,281,19,19.31900226757369,810.wav
811,22050,46.0,1,english,1688.5453,3996.98,145.46947,0.0182196301452767,0.0708932745509201,0.0066363033402085,0.165872012867647,2683.5167568668166,117.453835,-60.40775198579315,69,281,16,22.87165532879819,812.wav
814,22050,22.0,0,cantonese,1544.2562,3999.6826,145.44333,0.0182909106465372,0.1101746264422322,0.0084888975174338,0.2141979916557591,2873.655846693241,172.26562,-102.99381085170944,69,281,28,17.461405895691612,815.wav
815,22050,19.0,0,english,1616.839,3999.6045,145.61047,0.0219340361536323,0.1108383267259212,0.004170774042958,0.1592293927769461,2577.4973418801096,143.55469,-81.45918543270612,69,281,11,15.998548752834466,816.wav
816,22050,38.0,1,mandarin,1160.846,3999.2358,145.40436,0.0271084156438417,0.1117299953002146,0.0059642963187401,0.10634765625,2156.897485453308,129.19922,-80.0899199992297,69,281,17,33.483174603174604,817.wav
817,22050,23.0,0,english,1537.9891,3997.9165,145.46869,0.0370996932123735,0.14882876477886,0.0025889359936532,0.187447452199214,2940.12282771645,129.19922,-114.7259433551571,69,281,15,17.22920634920635,818.wav
818,22050,22.0,1,english,1526.1427,3999.5337,145.48045,0.0246311663074826,0.0877849217484464,0.0112667055992945,0.1279898710029069,2238.830949484924,135.99918,-74.53467376374418,69,281,3,19.8356462585034,819.wav
819,22050,37.0,0,amazigh,1323.3535,3999.7617,145.35033,0.0184869614688508,0.0904339697645084,0.0041665844012009,0.1058128568515497,1747.4536806014237,123.046875,-130.32244537788054,69,281,48,22.755555555555546,820.wav
820,22050,19.0,1,latvian,1145.7836,3992.5486,145.44807,0.0268500043364698,0.1455107167389651,0.0078248088176433,0.1106864643371757,2314.733831695551,107.666016,-102.16339618517458,69,281,14,19.272562358276645,821.wav
