,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,rmsSum,zcrMean,zcrStd,spectralCentroidMean,spectralCentroidStd,spectralBandwidthMean,spectralBandwidthStd,spectralContrastMean,spectralContrastStd,spectralFlatnessMean,spectralFlatnessStd,spectralRolloffMean,spectralRolloffStd,spectralEnergy250-650,spectralEnergy1000-8000,spectralRolloff25,spectralRolloff50,spectralRolloff75,spectralRolloff90,onsetStrength,mean,std,var,skew,kurtosis
125.wav,-322.78375244140625,110.52212524414062,37.468353271484375,41.759151458740234,24.555219650268555,-2.0560193061828613,7.182968616485596,1.0364621877670288,-9.406275749206543,-4.154967308044434,-1.114522099494934,4.344485282897949,0.17847071588039398,1.4052213430404663,49.737281799316406,0.0737900390625,0.09294936690153373,1821.2519286705815,1324.6779830175703,2295.622549598939,679.8012865367956,15.593709617189022,4.5022453988544315,0.017852436751127243,0.04940130561590195,3796.86357421875,2634.66327556479,1893543.5,62101.02734375,440.3647705078125,1020.1893310546875,2292.101806640625,4933.063037109375,1.726071834564209,1.6776497432147153e-05,0.06454940140247345,0.00416662497445941,-1.0564182996749878,7.600543022155762
126.wav,-273.7347106933594,91.77934265136719,15.02485179901123,26.53070831298828,-3.4905214309692383,-7.790374279022217,7.0184245109558105,1.9765117168426514,-4.027716636657715,-4.180247783660889,4.04977560043335,1.4430010318756104,-7.9527506828308105,5.455358982086182,8.910884857177734,0.05431722005208333,0.023413412290510048,2001.0865072590955,826.9989903497924,2420.7607893543604,576.6242165082282,18.55129576254547,5.796853169930444,0.009453301317989826,0.015160889364778996,4175.64697265625,2230.5145933848144,437752.40625,45972.52734375,341.121826171875,992.4114990234375,2782.08984375,5407.34619140625,1.4516429901123047,-0.0025417732540518045,0.0965302512049675,0.009318090043962002,0.03043009340763092,7.146761894226074
127.wav,-268.2176818847656,52.28532791137695,4.372762680053711,19.409196853637695,-1.7283079624176025,7.554513931274414,-18.708553314208984,-3.8766918182373047,-5.1108832359313965,-3.1696088314056396,-19.16509437561035,-2.7377877235412598,-14.025775909423828,-13.524325370788574,54.144649505615234,0.19460079201414068,0.11169818132017229,3281.45439294203,1159.901082080998,2674.8316638153506,371.53219122334036,23.623374451505644,4.951980877815344,0.06722093373537064,0.06323623657226562,6388.108120835977,1583.7744081233425,1154521.375,811081.5625,1119.258109930203,2557.7432235485408,4935.038517211295,7292.729070828046,1.7385057210922241,-1.313566644967068e-05,0.052077267318964005,0.0027120416052639484,0.5255027413368225,7.754147529602051
128.wav,-308.87872314453125,108.57936096191406,-16.733205795288086,40.11326217651367,-20.641132354736328,8.851707458496094,-17.422534942626953,-1.6673880815505981,-8.222779273986816,-8.253202438354492,-15.371907234191895,-9.121150016784668,-1.5740578174591064,-8.350415229797363,36.61763000488281,0.13314106810985682,0.11428044174930677,2031.8561770320969,1160.0535279259777,1731.1643043443862,483.3944841189545,15.81631634155701,5.281918677441545,0.0023736360017210245,0.003800117876380682,3848.668761400399,1795.747145104935,1176340.25,206380.296875,771.6854952505506,1555.7857832719576,2938.309912324477,4484.894282807338,1.3055086135864258,-3.555142313871329e-07,0.05288916453719139,0.0027972639072686434,-0.3935491144657135,9.255032539367676
129.wav,-221.42315673828125,98.36093139648438,-17.937644958496094,40.32082748413086,-24.850078582763672,21.570589065551758,-16.914762496948242,-8.38311767578125,-0.5119236707687378,-10.052103996276855,-9.761889457702637,0.27291738986968994,-3.3728389739990234,-1.1688132286071777,54.6937255859375,0.17446201478419282,0.13211592817194112,2487.4381516043736,1250.2128732721571,1944.4836441654477,370.3953305629499,19.54582187682461,5.8375431162381615,0.02368782088160515,0.05824420228600502,4418.627765467349,1572.5321103255096,1881221.5,941343.6875,1103.0938529112948,2067.199570181124,3505.4823529025366,5039.083355959221,1.4477065801620483,-6.258987014007289e-06,0.07522059231996536,0.005658137612044811,-1.0590732097625732,8.423620223999023
130.wav,-423.254638671875,103.87428283691406,27.314022064208984,15.29240608215332,3.9985806941986084,3.3825511932373047,8.012831687927246,-2.7460014820098877,-1.8851059675216675,1.6540690660476685,0.30464351177215576,5.55257511138916,1.5246994495391846,5.417338848114014,4.093526840209961,0.038079202586206895,0.07562227002784146,1464.6329848495145,1064.4740899573887,2010.6525353756244,617.7018155303514,19.524196829386504,5.2581705312814195,0.00402724789455533,0.013914503157138824,3060.090921336207,2092.753030658623,88020.484375,7832.37451171875,278.0010775862069,693.6661503232758,1817.550848599138,4014.1603246228447,1.219649314880371,-0.002523487899452448,0.04436517134308815,0.0019682685378938913,0.550491988658905,29.614620208740234
131.wav,-355.4555969238281,136.56871032714844,21.75118637084961,22.899620056152344,4.941421031951904,8.572175979614258,3.3657190799713135,-0.0456455759704113,-6.465205192565918,1.8021595478057861,-1.7037440538406372,2.422966480255127,-5.730858325958252,5.826285362243652,7.143869400024414,0.033917410714285716,0.030082552464940918,1154.060642089113,583.9901498345921,1770.5835542084517,404.80710540705695,17.30694316638644,6.306536687707464,0.0033608879894018173,0.006978395860642195,2147.8447265625,1452.7606614587678,163239.375,4438.767578125,189.615234375,518.4580078125,1273.1044921875,3036.4892578125,1.6778030395507812,-0.002550093224272132,0.05199498310685158,0.002703478094190359,1.159841775894165,8.261347770690918
132.wav,-296.9929504394531,117.56937408447266,-13.510344505310059,35.176353454589844,-8.29967975616455,2.360785722732544,-18.515893936157227,-13.191828727722168,-2.82490611076355,-5.611344814300537,-2.9439539909362793,-4.688475131988525,-1.6393247842788696,-9.244026184082031,98.79997253417969,0.09895368989793409,0.09156830155427241,1686.2540087042073,877.803583676783,1619.4266960363232,423.5344706430192,20.786701603158285,6.173530252764614,0.0019241241971030831,0.0021803006529808044,3357.601503896643,1477.752368659247,5296730.0,511354.5625,511.490365031665,1151.051918251199,2409.107862360889,4040.769647015648,0.9451603293418884,-8.907305186767189e-07,0.07099088281393051,0.00503970542922616,-0.5495002269744873,6.436832427978516
133.wav,-334.65325927734375,82.64968872070312,19.517276763916016,24.221881866455078,5.181970119476318,7.985256195068359,5.343303203582764,-6.480145454406738,-5.846802711486816,14.235297203063965,4.097464561462402,2.510239839553833,3.822697639465332,5.1968841552734375,2.099717378616333,0.07029371995192307,0.07122443680127481,2331.8736761004934,938.0428064222111,2711.5246769423134,577.9189609109952,18.066618363495646,5.7551690787689225,0.00924152322113514,0.010338939726352692,5375.156813401442,1823.6171412168546,24613.025390625,8086.64013671875,320.78951322115387,1197.4393404447114,3695.7050030048076,6480.527907151442,1.5244293212890625,-0.0034145310055464506,0.033562954515218735,0.0011264719069004059,0.9532313346862793,7.923179626464844
134.wav,-350.8094177246094,98.87205505371094,13.482592582702637,32.88321304321289,9.800558090209961,13.15475082397461,-36.26767349243164,-11.6429443359375,-5.935275554656982,-7.0482072830200195,-9.970959663391113,-4.1681599617004395,2.1104869842529297,-17.83572006225586,48.00528335571289,0.09994791666666666,0.10104893184380234,1696.556708207379,1119.6528722236733,1682.4363766348151,478.258200614876,23.614123753105027,7.2464791600897,0.001906361198052764,0.0032047140412032604,3184.3031616210938,1940.1718844468974,2158205.5,89423.484375,583.011474609375,1196.061767578125,2326.770263671875,3885.3973388671875,1.2207255363464355,1.921553405281884e-07,0.05804702267050743,0.0033694568555802107,-0.7202610969543457,10.767897605895996
135.wav,-331.3748474121094,96.21698760986328,15.453715324401855,42.37232208251953,0.3335418999195099,-0.39427831768989563,-13.423134803771973,2.7627646923065186,-0.880027711391449,-1.4499708414077759,1.3782422542572021,-0.8789610266685486,-13.148750305175781,6.999387264251709,71.54898071289062,0.08364633413461539,0.09906801837836186,1835.3687613897184,1234.5146501660565,1824.2487205487423,550.7729831661328,21.461933005923868,4.977079920892404,0.006064165849238634,0.013256113044917583,3571.622648563283,2012.8849119998124,2414212.75,196254.609375,596.4485400477975,1239.6133450148145,2579.4966859766323,4306.746557573513,1.5646642446517944,9.514378263020262e-08,0.08756743371486664,0.007668055593967438,0.2754896581172943,4.915982246398926
136.wav,-182.35357666015625,101.70767974853516,20.22614097595215,21.797513961791992,12.237088203430176,5.414277076721191,-3.8782804012298584,-4.082912921905518,-5.421910285949707,0.41844242811203003,-5.176917552947998,-0.4929754436016083,-6.5178985595703125,-3.0441770553588867,9.824191093444824,0.041809817394578314,0.01656912479181114,1905.2312367864488,945.8627925985227,2476.039783720656,470.3618574092187,21.37523743579546,4.7936845365831635,0.015494169667363167,0.04226955026388168,4118.808829066265,2126.8627824608498,351384.8125,24123.857421875,343.49350527108436,854.4530661709338,2476.1886412838853,5568.019342996988,0.9884330034255981,-0.0028972486034035683,0.13512900471687317,0.018259847536683083,0.9408668279647827,3.639559268951416
137.wav,-319.7956848144531,74.7451400756836,29.17638397216797,45.600608825683594,1.1683201789855957,-13.464242935180664,8.929559707641602,-6.21917724609375,4.540979385375977,13.527950286865234,-7.463558197021484,14.367450714111328,-8.350994110107422,11.267791748046875,2.1913082599639893,0.089141845703125,0.06669714967749475,2491.4249199011892,1168.1050195688665,2658.252825112016,678.6080424186835,16.47874595959774,3.936093272010111,0.012419058009982109,0.02134104073047638,5366.141510009766,2374.5816318191323,26403.115234375,5425.4404296875,548.5919952392578,1495.0435638427734,3929.8095703125,6291.228103637695,1.6064083576202393,-0.0024937873240560293,0.03860045596957207,0.0014899952802807093,0.7189149856567383,3.68129825592041
138.wav,-366.9693908691406,17.841285705566406,12.19472599029541,6.632047653198242,-13.826004981994629,3.5384161472320557,-28.65896224975586,-2.4997036457061768,-25.92503547668457,-2.4449098110198975,-12.075102806091309,-10.123550415039062,-4.740582466125488,-9.522828102111816,30.98232650756836,0.28303897454871896,0.1734571742744193,4193.0939273926815,1626.5011455927088,2547.59802803688,483.6832773652872,23.353233458521952,6.30910115911184,0.06612557917833328,0.06833229213953018,7031.827976392663,1435.6172537470954,153050.078125,730554.5,2213.3056640625,3807.3311183763585,5971.234130859375,7706.6715406334915,2.128056287765503,8.522687977574606e-08,0.03321471065282822,0.0011032168986275792,0.34612134099006653,20.592302322387695
139.wav,-354.09356689453125,90.29852294921875,16.60366439819336,20.646121978759766,-23.572399139404297,2.56038761138916,-1.4488637447357178,-3.8512372970581055,-2.786384105682373,-14.243549346923828,-1.9451022148132324,-6.218041896820068,-1.0340752601623535,-4.115026473999023,44.5699462890625,0.1676921844482422,0.1613118416067829,2034.4007380336716,1597.128922133431,1502.3590774097318,609.6543310678192,21.043604516503848,6.354962129301746,0.00805313978344202,0.03345154970884323,3306.597876548767,2245.3321088244033,1551602.75,226745.34375,1123.8271236419678,1720.5533981323242,2618.3554887771606,3855.2845001220703,1.1313376426696777,-8.745598279347178e-06,0.06624753773212433,0.004388736095279455,-0.5737386345863342,20.701398849487305
140.wav,-281.4024658203125,114.87457275390625,15.96754264831543,18.201948165893555,7.419683933258057,10.626496315002441,-6.380280494689941,-8.194912910461426,17.17397689819336,-5.146470546722412,4.166660308837891,10.23893928527832,-8.916425704956055,7.5574493408203125,2.712510347366333,0.08168608566810345,0.07320721420647809,2164.2278503660314,1412.5975508439526,2432.060137021469,767.1621633787969,17.70873093261018,5.269171472233187,0.011535163968801498,0.022035866975784302,4218.651501885776,2808.3535733098656,50436.953125,12630.96875,460.3650323275862,1458.3176185344828,3074.792901400862,5445.858448949353,1.9272626638412476,-0.0025407893117517233,0.053970854729413986,0.0029128531459718943,1.3270161151885986,7.515496253967285
141.wav,-370.16326904296875,77.84346008300781,39.91693115234375,37.903926849365234,19.004789352416992,4.418444633483887,12.599285125732422,16.93239402770996,-8.23193645477295,8.346783638000488,15.856645584106445,-1.2964400053024292,6.92950963973999,6.070130825042725,4.784150123596191,0.042758941650390625,0.020760001346915306,2423.120483094758,1206.1144159684998,2796.741688320736,735.7550267704028,17.819563424004237,5.67486221142851,0.009981496259570122,0.00953915435820818,5494.415473937988,3032.0936688730935,67073.0,3063.80419921875,132.3955535888672,1470.9028244018555,3898.5191345214844,6490.9990310668945,1.340003490447998,-0.0025404850021004677,0.059802692383527756,0.003576361807063222,1.063659429550171,21.1121826171875
142.wav,-352.7208251953125,76.93267059326172,6.117288589477539,17.419986724853516,3.643153667449951,-3.8054468631744385,4.110430717468262,9.037221908569336,-6.399562358856201,4.024430274963379,13.73074722290039,6.101747989654541,3.7596194744110107,11.489203453063965,1.534792184829712,0.0755615234375,0.026107311651747067,2511.527016739265,583.9869590298824,2775.053293881339,461.2759961547751,19.76264533578304,3.6545581219240737,0.012535393238067627,0.008073994889855385,5718.10067983774,1633.949306274669,8407.6806640625,7564.8310546875,385.7342059795673,1420.0526310847356,3814.275653545673,6928.722205528846,1.5054607391357422,-0.0031917754095047712,0.016986552625894547,0.0002885429421439767,-0.8416736721992493,10.002280235290527
143.wav,-269.5906066894531,78.05838012695312,22.921491622924805,25.839780807495117,3.0388026237487793,-2.709984540939331,6.642075061798096,8.854368209838867,-4.720541477203369,-0.5510502457618713,7.707610607147217,-3.5172512531280518,-2.2567079067230225,9.995394706726074,4.581519603729248,0.06544822982594936,0.026042928381400373,2412.468210715916,975.6156133614597,2710.4841447643093,582.7931790991131,17.443329400602185,5.650442082932209,0.0165849719196558,0.02326779067516327,5422.687462915348,2084.319002241985,86716.3828125,28566.103515625,463.91786985759495,1327.6991445806962,3591.1386224287976,6583.436140229431,1.5751967430114746,-0.0029548299498856068,0.07179147005081177,0.005154015496373177,1.0429179668426514,7.678380012512207
144.wav,-232.33204650878906,20.184471130371094,6.726744174957275,28.55756187438965,8.858711242675781,8.865632057189941,5.8054609298706055,0.002226317534223199,4.93870210647583,12.07751178741455,6.318394660949707,10.355629920959473,7.054062843322754,15.401732444763184,47.713417053222656,0.13556900400246305,0.11737194842208584,3389.464571646357,1356.7377194341702,2885.36141220605,396.0878888363214,23.409199504110873,6.057741577836799,0.02673312835395336,0.02949994057416916,6622.838934536638,2007.5331111828,123075.78125,905727.3125,1173.480014143319,2707.415771484375,5047.22900390625,7815.79695076778,1.4377903938293457,-0.0005767126567661762,0.06549014896154404,0.0042889597825706005,0.04136165603995323,4.000667572021484
145.wav,-375.7077331542969,107.116455078125,-0.10628863424062729,32.944698333740234,6.4478583335876465,2.19453763961792,3.7463061809539795,-11.596762657165527,-1.6251808404922485,-3.082711696624756,-6.646372318267822,-2.6743721961975098,-4.222916126251221,-4.887992858886719,79.30284118652344,0.11460779935069645,0.15243315506368219,1955.6867558551423,1428.629429348438,1891.0626975989842,746.2045497036576,19.849924222416885,6.948334313815437,0.03749470040202141,0.10294856876134872,3711.3969037924403,2330.642796558633,4688957.5,425002.5,638.6475601240569,1360.9284315147997,2758.3433322829005,4528.277648111035,1.0486654043197632,4.316799731896026e-06,0.07155881077051163,0.005120663437992334,-1.4432927370071411,11.144121170043945
146.wav,-291.6120910644531,113.09441375732422,-26.30651092529297,42.576637268066406,-19.169803619384766,-0.7938567399978638,-8.130412101745605,-0.555925190448761,-7.349161624908447,-3.625417470932007,-6.342412948608398,-4.103328704833984,0.8740108013153076,-9.50269603729248,53.41421890258789,0.133665401694829,0.11619002885767994,2063.917649558934,1184.8152073637887,1659.7266674827852,460.33644752809437,21.258471081700094,6.1386302763258636,0.006911184638738632,0.03675590828061104,3784.1185131756415,1716.188469756262,1163520.0,567750.8125,791.2487713444117,1713.4678147903094,3011.6937593839066,4350.382135745368,1.2298306226730347,-9.264247751161747e-07,0.05794190242886543,0.003357263980433345,-1.391751766204834,11.925004005432129
147.wav,-308.8083190917969,72.46468353271484,27.67266845703125,11.435798645019531,18.41947364807129,-26.699993133544922,-8.936430931091309,-12.569805145263672,-9.152140617370605,0.7053149938583374,-13.723020553588867,7.442056655883789,-14.123080253601074,11.37498950958252,62.46049499511719,0.23865503199341545,0.21929276717788335,3516.7035343584002,2247.253275560711,2673.242647795434,707.2961556771093,16.557358645859992,5.007191363350463,0.024072373285889626,0.03421633318066597,6246.119947927729,2935.8217231315734,2694312.0,359843.6875,1708.9350075669074,2806.122142496814,4883.445066907391,7264.647773736194,1.9082889556884766,-3.2301832106895745e-06,0.06823379546403885,0.00465585058555007,-0.29190507531166077,7.96065616607666
148.wav,-218.48402404785156,73.5730972290039,2.148778200149536,45.37845993041992,-0.3075672686100006,9.029438972473145,-5.3982062339782715,6.281418800354004,-11.453170776367188,6.57270622253418,-4.309165000915527,3.4594931602478027,-2.0928709506988525,2.612762928009033,84.05469512939453,0.16906915194746377,0.1313468152386144,2799.8781428872694,1421.909528052208,2201.906362475102,542.0503122391258,15.43353417965028,4.451197112355231,0.028683574870228767,0.03553183376789093,5029.518724524457,1980.969242082072,3169729.0,2407789.75,1140.836234714674,2293.0186396059785,4004.3955927309785,5768.07861328125,1.8138213157653809,7.062252279865788e-06,0.11253722757101059,0.01266462728381157,-0.30267465114593506,7.392946243286133
149.wav,-356.0542297363281,48.130859375,27.376361846923828,38.81397247314453,19.484954833984375,1.543094515800476,10.533405303955078,19.310152053833008,-0.7780396938323975,1.6620683670043945,15.15139102935791,1.2473751306533813,-0.9559558033943176,12.34570598602295,4.033061981201172,0.07677193147590361,0.037070599182199356,3202.4605668859754,976.1022772727945,3109.7877190389186,552.9592758429571,18.510985002157327,4.688611067979192,0.022859355434775352,0.01694108545780182,6977.47126200113,2073.341683403332,27261.251953125,12573.271484375,298.351609563253,2242.566359186747,5423.1890942676955,7801.181140577937,1.181052327156067,-0.002668734872713685,0.04307960718870163,0.0018558524316176772,1.4659619331359863,56.396854400634766
150.wav,-234.89920043945312,70.3006591796875,-6.135071277618408,17.08173179626465,-21.604469299316406,-19.668527603149414,-9.19677448272705,-8.443978309631348,-14.890213966369629,-12.848955154418945,-10.311790466308594,-4.499488830566406,-5.529290676116943,-5.087526798248291,178.12664794921875,0.14288441051136364,0.16228243318029942,2436.7267692192895,1583.849263654413,2189.169489730245,778.1255527372589,20.99854077674753,8.870767901532249,0.021241653710603714,0.0421857126057148,4711.5545654296875,2547.2753214780796,19073508.0,3687517.0,1006.7098721590909,1717.0037841796875,3443.9993008700285,5529.4737104936075,1.710706114768982,-2.3077140212990344e-05,0.17672014236450195,0.031230010092258453,0.3276689946651459,3.7604851722717285
151.wav,-277.0736389160156,78.77267456054688,39.59968185424805,22.008155822753906,-10.03894329071045,-15.965865135192871,-25.579328536987305,-2.228323221206665,-19.1217098236084,-12.697738647460938,-12.113729476928711,-6.912694454193115,-7.469903945922852,-4.993189811706543,125.28365325927734,0.11333857988659106,0.14084468985447,2370.7142965077965,1778.8586984757912,2302.645878150521,696.6459441173088,24.35267168197739,4.214379071632714,0.014695020392537117,0.02866831235587597,4468.987186118871,2921.629427675969,9777940.0,701398.4375,912.9920109500083,1617.6836803963058,3192.8611913150435,5510.790559591811,1.9272128343582153,9.228931958205067e-06,0.10966768860816956,0.012027001939713955,-0.07892449200153351,5.98367977142334
152.wav,-338.829345703125,68.7327880859375,15.451355934143066,36.218238830566406,13.451149940490723,8.987735748291016,7.602768421173096,10.048247337341309,4.894189834594727,11.256108283996582,-1.3175383806228638,8.165574073791504,4.315269947052002,5.464339733123779,41.03046417236328,0.07495142487046633,0.0880338544709629,2182.3958194107818,1578.8028437843723,2289.241085464016,698.9175027469121,19.964390112598583,5.788944210349313,0.014134055934846401,0.02957148104906082,4183.522025785298,2783.4949381604,476223.4375,243448.0,612.0785095531088,1607.771590633096,3066.328125,5080.084272789832,2.072622776031494,-1.864950536401011e-05,0.05074043199419975,0.0025745914317667484,0.6590971350669861,10.198311805725098
153.wav,-329.8096008300781,108.1651611328125,10.18493366241455,30.645723342895508,-14.498739242553711,-15.848016738891602,-11.216249465942383,-3.616076946258545,-20.912508010864258,-12.390165328979492,-12.748855590820312,-13.292496681213379,-8.889827728271484,-11.088663101196289,92.14527130126953,0.08361436149078194,0.09730685675538213,1537.5336967854519,1070.679549204441,1555.1725447084245,586.8903095348975,20.647077840631074,6.455517382341965,0.005856683943420649,0.04126415029168129,2992.204898705698,2003.1428129664935,5355903.0,205029.03125,482.16989642105057,1028.1522698714637,2134.8466585793467,3597.3864691771296,1.1458343267440796,-1.928454594235518e-06,0.07967286556959152,0.006347765680402517,-0.509075939655304,6.381260871887207
154.wav,-423.4866638183594,97.998291015625,-4.04465913772583,36.889427185058594,-4.474487781524658,-7.534534931182861,3.4362077713012695,-8.435298919677734,5.275839328765869,-7.55508279800415,2.7937655448913574,5.659208297729492,-3.7198495864868164,7.816174507141113,1.0796531438827515,0.06114886558219178,0.09055754216547829,1864.9253535396604,1171.027503871481,2046.7492263097674,415.64126890702374,20.917537513443747,3.4558480825402245,0.00689762644469738,0.016490809619426727,3580.1162510702056,1786.5850283899083,7728.55859375,2113.78466796875,556.9135273972603,1193.1754334332193,2482.5128424657532,4490.115314640411,1.6835277080535889,-0.002607894828543067,0.01789044216275215,0.00032006792025640607,0.6163788437843323,7.278815269470215
155.wav,-247.06016540527344,82.70216369628906,3.1768455505371094,20.775888442993164,-2.1269941329956055,8.616318702697754,-0.3884703814983368,1.4935853481292725,-0.6473416686058044,0.2114121913909912,0.935613214969635,0.16334454715251923,-5.001620769500732,-2.0153090953826904,64.85490417480469,0.1526537471657402,0.1424426079028141,2719.8551020918717,1326.541399794921,2501.1030780454107,382.48796626857654,14.18302783476542,4.8909809082811515,0.04960359260439873,0.07740695774555206,5311.531837423201,1875.8321479324372,1316416.25,903194.4375,930.0289968777429,1907.7800574394748,3838.17060815444,6439.738122394309,1.3904756307601929,1.8060808315567556e-06,0.048265378922224045,0.0023295467253774405,-0.12522278726100922,7.973907470703125
156.wav,-267.341064453125,87.78008270263672,-0.436077356338501,35.79951095581055,-0.6730147004127502,-14.1668119430542,-10.893441200256348,-1.2367465496063232,-11.46064567565918,1.890567660331726,-6.428073883056641,4.722972393035889,-8.876380920410156,4.673062324523926,84.68792724609375,0.12105081559752198,0.09939084554302029,2360.3476736534003,1155.8490073931532,2285.8079333026485,638.3682200073418,12.386606334113939,4.2871447101260935,0.016233129426836967,0.0242584440857172,4672.498524617806,2221.078716953217,4239379.5,957236.625,631.3307947392086,1679.2541943008093,3497.1832494941546,5498.583457452788,1.6006808280944824,6.5187296058866195e-06,0.08848930895328522,0.007830358110368252,-0.45448362827301025,5.030475616455078
157.wav,-301.8607482910156,78.64379119873047,48.6846923828125,27.622106552124023,5.985908031463623,-6.679576396942139,6.823231220245361,18.750314712524414,-17.7769832611084,-1.047668218612671,15.740270614624023,-6.903746128082275,0.7531022429466248,6.985147476196289,2.3900704383850098,0.06465287642045454,0.02278246463635337,2742.855721692555,946.8581931990467,3058.5288978044687,350.8072379195247,18.502483250234828,4.761710233581262,0.02286740019917488,0.02370637282729149,6622.438742897727,1682.819257774142,24019.3203125,2000.62890625,389.67756791548294,1462.6672918146307,4426.4190673828125,7803.4615256569605,1.1821640729904175,-0.0026113828644156456,0.03137679025530815,0.0009845029562711716,1.8210402727127075,12.349190711975098
158.wav,-238.31578063964844,143.66783142089844,10.601306915283203,22.62091064453125,2.4322407245635986,-7.999715805053711,2.655031681060791,-15.655974388122559,-4.253640174865723,-0.46794593334198,-9.838284492492676,5.526412487030029,-6.333629131317139,3.5705373287200928,6.184967041015625,0.0366796875,0.014672064279263628,1260.9569010990645,662.1884726182072,1790.454648272037,573.6180826674281,17.951197550410363,5.683407068840817,0.005130958743393421,0.0145702064037323,2395.56884765625,1712.9324723024235,597890.25,20297.798828125,309.216796875,589.79443359375,1449.615234375,3297.37939453125,2.2851500511169434,-0.0021984011400491,0.1454482227563858,0.021155185997486115,0.10030487924814224,2.369790554046631
159.wav,-339.3623352050781,131.8226318359375,4.195455074310303,3.9937374591827393,-17.192224502563477,-7.537188529968262,-14.189648628234863,-1.3918918371200562,-7.151487350463867,-9.648069381713867,-4.783235549926758,4.766377925872803,8.566054344177246,3.798814296722412,58.72796630859375,0.10878059134381092,0.10742557028492569,1495.0812136211498,1109.4829274915319,1333.1918175949072,638.6556189402435,15.131524588204435,4.886128397604607,0.0014223289908841252,0.002499172929674387,2657.4931897615133,1933.8337330109323,3848446.25,303904.5,629.8776726973684,1165.9830729166667,1978.955934758772,3149.1260193941885,1.3290050029754639,3.1797097221897275e-07,0.07885522395372391,0.0062181465327739716,-0.5212829113006592,7.003044128417969
160.wav,-359.2998352050781,104.39724731445312,8.623191833496094,13.82015323638916,5.987085342407227,0.6779935956001282,-11.777387619018555,-1.1040663719177246,-8.076035499572754,-10.88571548461914,-19.471221923828125,-11.458084106445312,-12.875709533691406,-9.123333930969238,45.469207763671875,0.12314830937237174,0.11996996358959222,2116.634299434615,1523.82307509711,2083.630172481299,734.674653654894,23.389440640846665,4.605186721970127,0.03338032215833664,0.0483575277030468,3941.789565154542,2795.0085562608333,1701847.0,108317.6640625,740.3419488212259,1554.483563525021,2851.148220668629,4749.818937591989,1.446436882019043,2.4962062070699176e-06,0.05128008499741554,0.0026296470314264297,0.1376575231552124,6.485250473022461
161.wav,-335.101806640625,129.17355346679688,28.9010066986084,41.482852935791016,23.160552978515625,14.40665054321289,13.357721328735352,3.0465099811553955,-1.585734486579895,-3.1156392097473145,-3.078291654586792,2.649782180786133,-3.1937599182128906,-0.5749101042747498,107.37342834472656,0.035084875287845416,0.04547399709890569,1166.1555522189121,612.655233376591,1961.6613428455457,425.74994447774793,18.135944823211542,5.174314201510523,0.005006440915167332,0.027476072311401367,2250.4698118210604,1479.9391173597714,3390561.75,165169.3125,171.8516907789347,385.7090813663897,1109.7576466760113,3445.8644122947535,1.140167236328125,-1.5645771782146767e-05,0.05847512558102608,0.0034193401224911213,-1.1041451692581177,10.418572425842285
162.wav,-302.5235290527344,107.49352264404297,26.79222297668457,52.96352767944336,25.346118927001953,-2.4120006561279297,-5.895229339599609,9.048429489135742,-9.599407196044922,-0.37021714448928833,-11.26039981842041,-2.2012393474578857,-7.970366477966309,1.4489977359771729,78.2177505493164,0.09234414859693878,0.11541195676826546,1903.9514745155204,1469.5361238844598,2074.2707762677596,678.1688264769224,17.729478790551163,6.463945457660011,0.018315652385354042,0.03646595776081085,3713.0009765625,2516.131518854542,2924460.75,167924.84375,576.720703125,1256.8359375,2599.857421875,4526.2353515625,1.9019893407821655,-1.9627539586508647e-05,0.08156056702136993,0.006652125623077154,-0.8413887619972229,4.6325225830078125
163.wav,-286.2861633300781,19.971961975097656,7.028132438659668,-20.563047409057617,-5.282780170440674,-15.479150772094727,-12.787283897399902,-9.295578002929688,-20.187442779541016,-9.182123184204102,-23.804250717163086,0.28598877787590027,-29.02940559387207,-4.626978397369385,29.064170837402344,0.3356755388914234,0.19880067752221292,4753.076559169072,1720.7063456773228,3007.9607716546225,537.6880342384264,24.046766100630734,6.303783451061382,0.06411885470151901,0.06341417878866196,8381.891002794251,1307.5690963938623,206252.515625,456964.53125,2310.379095147126,4375.313729613366,7150.948851648039,8922.094102845575,1.8837370872497559,8.814207035356958e-07,0.04718220978975296,0.0022261610720306635,-0.13814619183540344,17.737621307373047
164.wav,-270.5751647949219,109.77371215820312,40.48716735839844,26.041790008544922,17.42843246459961,15.15675163269043,0.895900309085846,6.574267864227295,1.1181116104125977,-0.2994557321071625,-0.7038946747779846,-1.8334565162658691,-12.055638313293457,-3.9715168476104736,93.59030151367188,0.06246767878250591,0.08856257627126866,1780.5384766752634,1336.2086219970395,2288.657307074239,740.4403459807478,18.76092255546873,6.163807094937873,0.007589770946651697,0.016537459567189217,3698.6542830230496,2803.679853477629,2386516.5,156252.234375,359.1836699357269,949.4717212433511,2359.039609652039,4738.84883366578,1.2661869525909424,-1.8474020180292428e-05,0.0879594013094902,0.007736856117844582,-0.35029539465904236,3.4232287406921387
