,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,rmsSum,zcrMean,zcrStd,spectralCentroidMean,spectralCentroidStd,spectralBandwidthMean,spectralBandwidthStd,spectralContrastMean,spectralContrastStd,spectralFlatnessMean,spectralFlatnessStd,spectralRolloffMean,spectralRolloffStd,spectralEnergy250-650,spectralEnergy1000-8000,spectralRolloff25,spectralRolloff50,spectralRolloff75,spectralRolloff90,onsetStrength,mean,std,var,skew,kurtosis,localJitter,localAbsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer,envelopeMean,envelopeStd,age
825.wav,-534.50341796875,41.0768928527832,25.11264419555664,21.073917388916016,15.823522567749023,7.5339484214782715,2.412100315093994,4.08809757232666,-3.066762685775757,-1.4994908571243286,-3.7069854736328125,-1.650314450263977,-2.452821969985962,-0.744196355342865,12.848581314086914,0.19134938190261044,0.2214611631112539,2530.3088376276673,2714.423900711275,1191.275919734217,852.7501683542447,16.65332502885383,5.1775140950913485,0.09838439524173737,0.2877829670906067,3724.5198812829444,3445.8351582720547,55408.5078125,62110.09765625,1712.4841896884413,2348.5784691500376,3259.0265113187124,4022.276949595256,1.886693000793457,0.0002896155056077987,0.018954841420054436,0.0003592860302887857,0.32491573691368103,23.571626663208008,0.020644445421678512,7.881612211517428e-05,0.007447968738419139,0.008133599165488567,0.02234390621525742,0.15465511213297134,1.3336625050511937,0.058772678817833546,0.08283230764979607,0.17351586246249753,0.17631803645350064,0.014470616355538368,0.022566726431250572,23.0
826.wav,-488.75128173828125,114.80945587158203,67.14727020263672,44.822566986083984,9.640140533447266,-1.9686869382858276,-3.3290274143218994,0.9922764301300049,1.7545658349990845,-3.7814764976501465,5.7247700691223145,3.52005934715271,-9.290299415588379,3.2176592350006104,1.2718509435653687,0.06871916118421052,0.06939036223296347,1728.6166547958462,1333.2069980176918,2248.945084278232,758.6190168605733,17.07067357635356,5.697515152099665,0.003987438511103392,0.013257167302072048,3470.2456825657896,2838.7412839910794,13108.5390625,282.32635498046875,377.1143863075658,932.727693256579,2229.8198499177633,4611.505448190789,1.8503509759902954,-0.0005243461346253753,0.021925635635852814,0.0004807334626093507,0.5490482449531555,20.95416831970215,0.019256897672371282,0.00011414040795856096,0.008928944748222426,0.009914117866969337,0.02678683424466728,0.15604284614682085,1.4180979150246902,0.03899285707247445,0.047928023708634124,0.08441950511333095,0.11697857121742335,0.016915200278162956,0.025992650538682938,18.0
827.wav,-475.96600341796875,80.99646759033203,26.980100631713867,26.53118324279785,17.102949142456055,-6.766779899597168,-1.5567591190338135,20.99886131286621,0.4431097209453583,-4.732780933380127,11.821893692016602,-8.010944366455078,-1.1065518856048584,9.137449264526367,0.47847485542297363,0.09308492726293104,0.06007383423183279,2375.5410251065077,1147.5897870945455,2529.8678432376755,499.0453981248939,19.0849433076123,3.9770043530571835,0.007933945395052433,0.01629466563463211,4631.680613550647,2222.90334448789,918.9158935546875,401.4293212890625,693.3320144127155,1460.9164533943965,3287.897359913793,5957.272023168103,2.466632604598999,-0.0005552123766392469,0.008952704258263111,8.01509158918634e-05,-0.14324192702770233,2.7141475677490234,0.012727568757795026,3.2353029695846836e-05,0.007178496942705298,0.006832567449299022,0.021535490828115893,0.1336892462091588,1.300451989562881,0.05810962502440006,0.08773011612486367,0.09642647424062176,0.1743288750732002,0.00995299220085144,0.00784525740891695,35.0
828.wav,-549.7625122070312,19.622325897216797,6.181696891784668,10.374987602233887,-1.134081482887268,-6.577993392944336,-6.583642482757568,-2.9579622745513916,-10.395562171936035,-3.196986436843872,-6.421411991119385,-2.7198646068573,-4.596981048583984,0.5002800226211548,9.807206153869629,0.18459333617192283,0.20118948285667348,2793.2493365124287,2515.772098691907,1496.6258600747374,925.349473960569,15.514616916779392,5.178275060467104,0.12665671110153198,0.3202170431613922,4212.292757051821,3287.1345279059065,25229.818359375,84863.3359375,1793.3545161081981,2644.1467995301973,3577.7885105298915,4626.638792076508,1.3478434085845947,3.1320956850322546e-07,0.011343520134687424,0.00012867545592598617,1.202106237411499,191.84344482421875,0.007817644220401303,1.725365030111846e-05,0.0037263687738903887,0.0034531720608349968,0.011179106321671167,0.07937919766955823,0.7729783937917565,0.03091729956549394,0.03790800299054075,0.07130041046628265,0.09275189869648182,0.00673249177634716,0.014561062678694725,49.0
829.wav,-496.035888671875,49.12073516845703,7.311578273773193,24.686565399169922,10.110072135925293,2.4893999099731445,-22.593181610107422,-10.858560562133789,-9.480895042419434,-8.470207214355469,-5.681924343109131,-2.782942295074463,-3.9584105014801025,-9.421664237976074,20.356822967529297,0.29333902282180385,0.28034034791959794,3299.0545586168873,3073.798075073194,1105.1953512798977,700.595030775832,22.463064622853054,7.560941924341848,0.14162039756774902,0.3097403645515442,4301.389314080287,3259.451833921158,618575.8125,80827.328125,2628.16326722581,3093.92720504734,3824.462805111646,4628.554469440948,1.113789677619934,1.1567420443725496e-07,0.030768148601055145,0.0009466789197176695,-0.28580817580223083,24.95244598388672,0.025496659268135876,0.00010886347152377419,0.011993102551629838,0.013330581019518171,0.03597930765488951,0.15264574207800982,1.330498057286973,0.06348640571227344,0.09912219503219459,0.17087870033971592,0.19045921713682035,0.019620448350906372,0.03883807361125946,52.0
830.wav,-512.2904052734375,65.78816223144531,6.01654052734375,34.646690368652344,1.818015694618225,0.8090882897377014,-19.358911514282227,5.393738269805908,-9.665053367614746,-9.991106033325195,0.9872504472732544,-6.854010105133057,-0.4583963453769684,-5.4023213386535645,20.488670349121094,0.27598771696528557,0.26556004227141744,3273.1184769530896,2949.2830559388026,1026.4752291559123,604.6363400079014,21.147826433378786,8.838879585733698,0.11440093070268631,0.29732295870780945,4252.337407264838,3053.9315352163662,209844.296875,337589.03125,2606.9523212223544,3179.499213719555,3920.634448488242,4463.58222918708,1.5813723802566528,9.344935847366287e-07,0.032576803117990494,0.0010612481273710728,0.2467813640832901,19.206140518188477,0.01668004218564071,4.532474509239786e-05,0.006769802843804361,0.0062323516018877876,0.02030940853141308,0.09419600633170874,0.9394399497549957,0.021764999587186088,0.03221819895388339,0.08151916340643547,0.06529499876155827,0.023307863622903824,0.03973964974284172,32.0
831.wav,-437.3908386230469,69.60621643066406,-0.1358872950077057,45.55231475830078,-0.1702278107404709,-21.272321701049805,12.394553184509277,-8.445491790771484,-2.1107335090637207,4.599902153015137,-18.572370529174805,9.40660572052002,-8.136422157287598,-2.0844905376434326,1.5212959051132202,0.10570963541666667,0.05644865621704251,2139.0151154875166,587.2151744554047,2086.5058900861122,476.00893638243497,16.705373296868586,3.8037300372472176,0.0019270227057859302,0.0026988983154296875,3760.1279296875,1219.9617052454541,8265.45703125,23647.7734375,798.0205078125,1486.365234375,2816.9736328125,4655.3349609375,2.0681304931640625,-0.00047161325346678495,0.027194079011678696,0.0007395179709419608,0.04569128155708313,19.969104766845703,0.008326065135853055,1.863769278385778e-05,0.003709635703447379,0.003757266001333376,0.011128907110342137,0.07519772296839632,0.7887602205606317,0.017860867995049236,0.028428770066978835,0.0609031332650876,0.053582603985147706,0.022250432521104813,0.0313715897500515,24.0
832.wav,-537.1220092773438,38.62393569946289,5.583723068237305,17.72685432434082,-1.6118052005767822,6.805383682250977,-11.119709968566895,-5.367059707641602,-8.557089805603027,-3.4584054946899414,-4.159778118133545,-5.8375091552734375,-3.9229352474212646,-5.889952182769775,23.72455596923828,0.28517465527993346,0.2811042747947117,3223.0109181277994,3093.5369140890616,1115.7583584094716,877.0837172844502,21.48478870252745,7.9775650685990565,0.21679149568080902,0.3877717852592468,4148.245056558342,3466.4285735203193,385785.125,193353.828125,2574.8470873103174,3111.9954652638235,3761.1487276538246,4449.107113857227,0.9559344053268433,-3.969135420334169e-08,0.02259211428463459,0.0005104035953991115,-1.1015353202819824,30.458393096923828,0.020614339807356146,8.199938888737446e-05,0.008387794276443851,0.008720897634428555,0.025163382829331553,0.1341410543313908,1.2367387423454166,0.0513425850156074,0.07172455442579974,0.12279357823064102,0.1540277550468222,0.014668741263449192,0.02838371880352497,23.0
833.wav,-321.1214294433594,95.65950775146484,-6.089180946350098,43.40971374511719,16.450592041015625,-15.819561004638672,-4.499906539916992,-11.625164031982422,-9.196442604064941,8.965185165405273,-20.20874786376953,6.373448848724365,3.472646474838257,-14.52270221710205,1.7926194667816162,0.07471788194444444,0.028919826472141412,1994.587543577105,599.0986514003553,2119.711748066663,506.4495941146968,21.08580120656215,5.014089753453727,0.0031526191160082817,0.004044795408844948,3999.1943359375,1400.0769439057103,34869.30859375,21897.41796875,472.0556640625,1297.4951171875,2719.1650390625,4980.869140625,2.4290945529937744,-0.0006633749580942094,0.050496313720941544,0.002549877855926752,0.9161009192466736,10.870038032531738,0.012152735915113375,5.008449006363451e-05,0.003918110518565187,0.004890579086651779,0.011754331555695562,0.08958299207554656,1.01937612483342,0.028829154013189157,0.04483056974271222,0.1033964464790056,0.08648746203956748,0.046213433146476746,0.05444734916090965,16.0
834.wav,-434.0879821777344,100.93660736083984,14.938261985778809,37.43418502807617,2.780625343322754,-5.229846954345703,11.201889991760254,-19.452730178833008,8.430795669555664,-3.8002371788024902,-7.0741095542907715,2.5612924098968506,-4.662975311279297,-1.2232712507247925,2.005319833755493,0.10080078125,0.12408145993477136,1902.6841879895337,1498.0695789148956,1855.6347773999798,626.0273045384639,17.170483870744125,6.563048558042137,0.0009201025823131204,0.0025231216568499804,3500.8681640625,2239.8941257489873,24568.02734375,10046.974609375,760.6962890625,1362.62109375,2621.30859375,4136.8154296875,2.0920209884643555,-0.00031576972105540335,0.0330253504216671,0.0010906737297773361,0.4024178385734558,6.823513984680176,0.01426476675860331,3.583135571653536e-05,0.007459441064139634,0.007528798397906888,0.022378323192418902,0.07451209893054042,0.7553042675017335,0.02506324513295329,0.029469787960166086,0.04527328667280209,0.07518973539885987,0.03128153085708618,0.03468303754925728,24.0
835.wav,-454.87457275390625,97.2752914428711,51.79553985595703,34.23094940185547,20.510507583618164,-8.855615615844727,-6.9462666511535645,16.027389526367188,-10.670729637145996,-8.051501274108887,7.280172348022461,-12.293635368347168,-10.832035064697266,4.195005416870117,1.1435716152191162,0.05211231806506849,0.026158421629280365,2044.1961152366855,979.5544957375233,2574.607231855178,600.7942006161779,20.643806121104756,4.45850369280438,0.0024563074111938477,0.0031894517596811056,4453.538366866438,2464.816057924303,9636.7646484375,2023.6234130859375,316.5085883989726,1015.6002514982877,2813.03276166524,5868.977753103596,2.0499989986419678,-0.000404287624405697,0.020278552547097206,0.0004112196620553732,0.19924144446849823,9.37305736541748,0.010351439025418603,4.7548578707290245e-05,0.0050564217841363324,0.0056046820573836895,0.015169265352408997,0.10510072894634066,0.9692908419233198,0.03781945580990496,0.04526811432158699,0.0761556838297184,0.11345836742971488,0.017897997051477432,0.022411257028579712,16.0
836.wav,-496.57989501953125,65.18936157226562,17.105253219604492,28.329723358154297,8.244495391845703,2.7144856452941895,-7.962231636047363,-0.9030969738960266,-8.064519882202148,-2.084629535675049,-4.693716049194336,-0.6956995129585266,-0.6996133923530579,-1.4105987548828125,17.006332397460938,0.17225436506600217,0.17352688630811625,2403.71509322253,2264.4662247887886,1301.2879453675218,829.1044859724424,16.612439420416568,5.662793024999322,0.047379493713378906,0.1944563239812851,3635.340697189857,2977.873652319977,204341.078125,176397.734375,1516.3505291116649,2223.5932711897226,3071.2311054098195,4041.9887411183327,2.139090061187744,-3.3842166885733604e-05,0.028262976557016373,0.0007987958961166441,0.10378953814506531,45.562068939208984,0.022316684260040975,0.00010061875118195752,0.008898233471838702,0.009444497031638306,0.026694700415516106,0.12209228620123322,1.1787325124001482,0.03141871350272135,0.05130787815757981,0.12427579111752354,0.09425614050816405,0.018185799941420555,0.03559311479330063,18.0
837.wav,-533.4131469726562,58.99579620361328,3.8423349857330322,15.201021194458008,-4.676682472229004,3.8729593753814697,-20.115591049194336,-13.232351303100586,-20.587535858154297,-11.828816413879395,-10.574772834777832,-7.131988048553467,-3.550544500350952,-3.6515533924102783,15.74449348449707,0.231169406366171,0.23201434263794207,2636.1919713323196,2567.064907509336,1110.7136368466902,744.7316260563609,24.28672075263654,8.942969110948896,0.06355457752943039,0.22071883082389832,3599.0067379182155,2968.3863721801526,186673.140625,127417.8515625,1939.7693733300418,2497.341249600662,3192.9577682098047,3900.051323986408,1.381333351135254,-1.8034752713447233e-07,0.020854445174336433,0.0004349079099483788,-0.6099766492843628,15.65782356262207,0.01762077673927631,4.443541579838632e-05,0.008056260644138261,0.008280617165059734,0.024168781932414785,0.1076157961276274,1.0042048589779626,0.03853859953821397,0.05838398423298334,0.11545842141982475,0.11561579861464191,0.016442658379673958,0.02448376454412937,43.0
838.wav,-417.5516662597656,109.33126831054688,16.551191329956055,20.98800277709961,4.191569805145264,5.556023120880127,-4.442912578582764,0.25321754813194275,0.16529202461242676,-9.846511840820312,5.656538486480713,0.05841691046953201,-11.947198867797852,0.8253164887428284,3.9950947761535645,0.06712909773284313,0.08265684645853816,1301.8744835300652,1246.7590446682636,1340.987211212492,618.189868960169,19.488708033823336,6.888887117108621,0.026791535317897797,0.14421482384204865,2164.931353400735,2142.0686796063414,118752.1328125,26888.556640625,564.9299172794117,970.8941291360294,1593.5625861672795,2670.1171875,2.013453960418701,-0.00045230393880046904,0.054747387766838074,0.0029972766060382128,0.12059338390827179,8.071821212768555,0.018199479414291293,7.299002046342869e-05,0.008172345092402509,0.008542391131510604,0.024517035277207527,0.10304582159791945,1.0468606863885495,0.02397414925106637,0.0418295320726345,0.09388891254379869,0.07192244775319911,0.04418302699923515,0.06358157843351364,37.0
839.wav,-515.9044799804688,59.46405029296875,22.782217025756836,29.570884704589844,-7.372004508972168,6.564065933227539,-9.80202865600586,-6.713436603546143,-13.3521728515625,-4.387613296508789,-11.319461822509766,-9.89130687713623,-5.312788009643555,-4.06213903427124,19.59064483642578,0.1899609020530853,0.1941731119752899,2267.0099292824766,2233.8565508087668,1258.8969037734398,810.1132917607916,24.176530190551656,8.929626621827508,0.0099418293684721,0.06497205793857574,3240.395348301384,2844.160459045066,351858.25,105349.9296875,1574.6203635435572,2070.5288591056033,2740.0805575445215,3642.3452166160955,1.2314512729644775,7.44395904916928e-08,0.026220280677080154,0.0006875030812807381,-0.6253292560577393,20.16764259338379,0.023212395223842972,7.076554025650189e-05,0.011319380301964346,0.011897016599598678,0.03395814090589304,0.13785996352896476,1.2817576175506662,0.0543553481183836,0.07378913930402128,0.13619178272301663,0.1630660443551508,0.019706305116415024,0.03141126036643982,52.0
840.wav,-380.2401123046875,116.9332046508789,19.20572853088379,30.194293975830078,18.509572982788086,-5.354110240936279,5.450666904449463,17.196683883666992,-15.74549388885498,-3.271794319152832,7.399247169494629,-8.01405143737793,-6.31589412689209,-1.8669260740280151,2.2676689624786377,0.06065204326923077,0.04364022471919855,1510.940651676039,697.4295768089765,2002.3918995321362,599.981304831574,18.37655332780299,5.765560948183727,0.002060533966869116,0.0036182866897433996,2948.558067908654,2041.3220386042021,23223.89453125,11670.7001953125,401.8426983173077,710.0987830528846,1776.157977764423,3975.8574969951924,2.101031541824341,-0.0005283516366034746,0.03901980444788933,0.001522545237094164,0.5008199214935303,4.865861415863037,0.02284255031777668,0.00010785594894206454,0.010490036128138631,0.012737307389487236,0.03147010838441589,0.11722553352942577,1.1232296176869179,0.035474187710979724,0.062365817643915016,0.11935571718286685,0.10642256313293917,0.03974020481109619,0.038289498537778854,28.0
841.wav,-463.0222473144531,47.67110824584961,12.133695602416992,11.979065895080566,1.5364750623703003,-15.6774320602417,-24.70499610900879,-21.436565399169922,-14.393448829650879,-8.217656135559082,-6.207695484161377,-2.002204656600952,-3.814018487930298,-5.921572208404541,40.68559265136719,0.16810432909959758,0.19805737642339333,2294.1122101378664,2462.5353706747446,1234.3250872238652,833.7474079497341,16.30901711930008,5.9349686264168655,0.07027554512023926,0.24297446012496948,3235.8945174955984,3199.8679961527687,923852.0,365998.40625,1576.1914750220071,2049.156511333627,2762.5900913292253,3606.927060409331,1.3477269411087036,5.10546760779107e-06,0.03839292749762535,0.001474016928113997,-0.1863238513469696,8.998933792114258,0.014452814728325084,3.07161645201989e-05,0.00634293259584681,0.006606627002571063,0.01902879778754043,0.08624031702989665,0.8063976288573771,0.03396034052837924,0.046129568709896866,0.07286783517322905,0.10188102158513773,0.03208044543862343,0.04380501061677933,23.0
842.wav,-541.9396362304688,58.227664947509766,6.865952491760254,34.15378952026367,-2.353957176208496,-4.7270355224609375,-20.494550704956055,-6.737961292266846,-14.363194465637207,-11.55347728729248,-1.889993667602539,-2.40317440032959,-8.872262001037598,-1.7124052047729492,18.986766815185547,0.21187742326801634,0.21497424934646692,2503.734369686055,2392.1928310491953,1298.9142380437456,850.6290538505771,24.162138252309465,9.545267047170347,0.053609494119882584,0.18894442915916443,3628.360724484584,2918.803397019808,211090.859375,147142.53125,1690.5804162216753,2353.518309458581,3127.8097393608377,3993.6492783885124,1.3253225088119507,-6.970179811105481e-07,0.02062557451426983,0.0004254143568687141,-1.0654234886169434,19.782329559326172,0.014118128602781426,3.773224492474771e-05,0.0062091130031525455,0.006515729815991438,0.018627339009457636,0.10169286596727209,0.9450816665219618,0.040390664494412774,0.05249140340587048,0.08427511857513606,0.12117199348323832,0.015382441692054272,0.024783240631222725,38.0
843.wav,-569.5673217773438,58.02814483642578,33.33021926879883,25.52318572998047,3.729424476623535,-1.1903653144836426,-3.972851514816284,-9.629054069519043,-13.329561233520508,-7.313298225402832,-9.205668449401855,-3.934323787689209,-9.105989456176758,-10.417681694030762,12.847128868103027,0.14334169966063348,0.17392349338509644,1949.5136760770317,2301.8838405429224,1188.53445638032,945.8422875612895,21.611217734850836,8.480296487310278,0.011371053755283356,0.08446227759122849,3004.105937146493,3240.855922842837,131352.75,36625.30859375,1188.9446054864254,1732.8284961821266,2453.0800383554865,3394.948189161482,1.7032418251037598,-1.9627086658147164e-06,0.015572430565953255,0.00024250058049801737,-0.3034628927707672,7.487059593200684,0.022834984914671903,6.958175780202931e-05,0.008997029884288797,0.009665685497412677,0.02699108965286639,0.10509450946906417,0.9949637051302609,0.03683426587638695,0.05404830189810396,0.09310763817482359,0.11050279762916085,0.01331146527081728,0.017544403672218323,24.0
844.wav,-510.43157958984375,47.93081283569336,11.989532470703125,23.905845642089844,14.451499938964844,-2.047841787338257,-3.093534231185913,-5.957607746124268,-12.612762451171875,-2.810485363006592,-3.6067416667938232,-4.153431415557861,-0.7445494532585144,0.7707238793373108,35.345333099365234,0.15344784338924963,0.1864198687278892,2087.0509901717537,2320.4330536957405,1175.3068572226957,988.9255839232428,17.44045214972743,5.928569051769843,0.10315799713134766,0.2882334291934967,3160.973751183712,3207.5142672671627,784159.1875,169519.390625,1306.585878314394,1903.705018939394,2692.8415009469695,3498.549952651515,1.1662782430648804,-1.4811901110078907e-06,0.027680328115820885,0.000766200537327677,-0.6897369623184204,16.66006088256836,0.01987678543022504,8.943229178244665e-05,0.007507342315054264,0.008275065091180655,0.022522026945162792,0.13036107560332583,1.188665314903399,0.047066456156307855,0.07279659282089668,0.13593812056836888,0.14119936846892356,0.01924373209476471,0.034089285880327225,46.0
845.wav,-389.0124816894531,129.54843139648438,24.31772804260254,36.1979866027832,18.01944351196289,0.42042815685272217,4.2515411376953125,-2.234952211380005,-0.757870614528656,0.6315938830375671,2.174285888671875,2.9183852672576904,-2.1893861293792725,0.5980976819992065,2.531873941421509,0.06485126201923076,0.056796536874670095,1490.2290958968642,1165.6111385638617,1843.6469113366813,875.4373840037235,16.955826720473755,6.402828797965957,0.006339347921311855,0.014569830149412155,3064.3404447115386,2701.05403973972,38247.23046875,2810.99072265625,232.88987379807693,921.4554537259615,2151.0013521634614,3740.4830228365386,2.1222152709960938,-0.000243340662564151,0.05210296809673309,0.002714719157665968,0.590676486492157,6.979375839233398,0.013507330361172524,6.309941003948589e-05,0.004511212455964469,0.00390950218094292,0.013533637367893408,0.10062966029894295,1.0087659186518203,0.026451563645686182,0.03938340748689127,0.09886906276168157,0.07935469093705855,0.044916339218616486,0.05841249227523804,29.0
846.wav,-525.7266845703125,65.95535278320312,16.92791175842285,19.047975540161133,6.168602466583252,-12.734176635742188,-11.525202751159668,-5.8173136711120605,-16.14330291748047,-11.938271522521973,-6.439060211181641,-3.1639328002929688,-8.096524238586426,-2.8055596351623535,14.199111938476562,0.1456515353872108,0.17652568990580192,1973.7656469229821,2289.744836264102,1070.877733546305,839.847014416351,18.748605088939403,6.233161519629257,0.03803423419594765,0.18107742071151733,2957.3418859957424,3026.448785327292,147595.453125,90294.2734375,1282.526434969473,1778.6204360138174,2533.0575192802057,3287.1071156008998,1.462448000907898,6.872096037113806e-06,0.027465887367725372,0.0007543750107288361,0.013588989153504372,14.996004104614258,0.01720873483724958,3.816800084486115e-05,0.007855618883989514,0.009338605467589748,0.02356685665196854,0.1172186357843942,1.1516234217252141,0.04090969791719411,0.06221702747751422,0.12119658996919873,0.12272909375158232,0.02117728255689144,0.03256182745099068,26.0
847.wav,-565.3385620117188,64.86287689208984,12.777240753173828,24.128503799438477,-3.162543535232544,-10.136699676513672,-22.907520294189453,-13.210043907165527,-16.388103485107422,-11.264383316040039,-8.656792640686035,-8.265440940856934,-4.627171039581299,-3.699833393096924,27.155269622802734,0.1863104561430318,0.21636662228189008,2223.751287412197,2406.4791240072136,940.0502492375365,683.4482219764627,28.65016788231687,10.302640558245008,0.0677943006157875,0.24190422892570496,3035.6604212828547,2817.1796388321777,409239.875,28223.392578125,1662.8634412247861,2065.5659287133253,2627.303493658313,3329.7702809825796,1.0463091135025024,-2.0650625174312154e-06,0.01963270641863346,0.0003854431852232665,-0.73359215259552,10.964091300964355,0.01586496666211431,4.161823441706972e-05,0.0073608058823644296,0.008199870214251687,0.02208241764709329,0.1144512379133073,1.0939673402608563,0.03924575199898622,0.061127688763049116,0.11148686436038854,0.11773725599695867,0.01534327957779169,0.023140225559473038,47.0
848.wav,-478.29205322265625,50.16707229614258,25.65017318725586,30.51897430419922,15.229743957519531,8.709843635559082,-9.274741172790527,-15.324057579040527,-14.074057579040527,-5.840607166290283,-10.537212371826172,-1.3039056062698364,-6.128904342651367,-5.720689296722412,17.31594467163086,0.18996787513373753,0.17929007450240966,2634.045817047311,2418.360961042601,1364.293030636847,878.3299764201562,23.007312144073506,6.761385211302832,0.04838365688920021,0.2029775083065033,3954.998195936608,3221.2204878950292,259872.03125,202202.1875,1677.3013649585414,2362.8313138039407,3387.4708145729314,4417.532013418331,2.280864715576172,-1.1900782510565477e-06,0.033708713948726654,0.001136277336627245,-0.016533292829990387,12.840116500854492,0.026061672854379887,0.00012429144712900462,0.010995011527580695,0.011758726813972848,0.03298503458274209,0.18900189544888585,1.5588714872373584,0.06726310213163764,0.10388025576081092,0.1621384210347413,0.2017893063949129,0.025936560705304146,0.039998117834329605,19.0
849.wav,-520.2570190429688,65.60755157470703,9.767431259155273,33.67790222167969,-11.538538932800293,-13.425195693969727,-30.298320770263672,-19.36724281311035,-17.71683692932129,-16.636734008789062,-11.022407531738281,-4.570945739746094,-12.215291023254395,-5.086836338043213,17.616344451904297,0.21383673555107527,0.2379437718092276,2681.582104313084,2605.573714625278,1277.2901483578705,731.9096377903588,24.801663397202393,8.94691343814313,0.06631918251514435,0.23637843132019043,3805.3684948336695,2964.722199231893,296361.75,54691.09375,1929.8612336189517,2475.1490832913305,3280.8960748487902,4206.0713048135085,1.5284061431884766,-6.316288931884628e-07,0.02577359415590763,0.0006642781663686037,-0.41768917441368103,8.375513076782227,0.017047714374506973,3.9835597220411675e-05,0.008107596577095061,0.008822867381269278,0.024322789731285183,0.11131778682426254,1.1265349495512198,0.042297221312420856,0.06102251267341162,0.11270265423856987,0.12689166393726256,0.02134798653423786,0.02954351156949997,27.0
850.wav,-551.0392456054688,89.34652709960938,1.4680366516113281,16.91114044189453,10.10738754272461,-14.272217750549316,2.7038350105285645,-1.7598744630813599,-11.86802864074707,-4.3602190017700195,0.6643894910812378,-3.8796441555023193,0.7346590757369995,-6.719394207000732,1.0931999683380127,0.05693520790289256,0.042994352345329154,1252.3055411524042,771.4048390028546,1620.529765364802,645.7896137246412,22.872485201201826,4.8888821976596875,0.12906666100025177,0.3281181752681732,2008.905483277376,1546.3278485469605,4117.958984375,7984.73291015625,365.3526116993802,744.7640915547521,1458.118180204029,2657.2150616606405,1.458693265914917,-0.0002427390863886103,0.01416911743581295,0.00020076389773748815,-1.291526198387146,48.61484146118164,0.011369515378999462,4.9008242325116207e-05,0.003931793226011911,0.0054895622383237894,0.011795379678035733,0.1022253805414644,1.0045395331557332,0.021963866722938836,0.035609915682342994,0.10017789457515766,0.06589160016881651,0.009831208735704422,0.017462361603975296,27.0
851.wav,-508.02740478515625,60.948081970214844,33.996646881103516,37.10722351074219,5.641321659088135,11.605420112609863,-1.6408387422561646,-7.499334335327148,-7.543701648712158,-4.091196537017822,-11.928919792175293,-4.689961910247803,-12.244949340820312,-5.871079444885254,17.313190460205078,0.21360737364969135,0.24546828891881756,2556.9162408742545,2824.5655945920225,1319.7331830226403,1032.9209361087578,21.1487128601888,7.633402000383507,0.09308326989412308,0.28238579630851746,3663.582085503472,3495.168760706344,172564.78125,88517.84375,1830.9868706597222,2362.0328776041665,3079.2613389756943,4089.1419813368057,1.6493974924087524,-1.9570618405850837e-06,0.02844700776040554,0.0008092322968877852,-0.8258710503578186,11.440556526184082,0.02392035517404956,7.588727106385169e-05,0.008973141083158973,0.009996212755792728,0.02691942324947692,0.10339944523232338,1.0297141115316273,0.03149157919565288,0.04752216254254158,0.09926137834463326,0.09447473758695865,0.023377573117613792,0.032740700989961624,23.0
852.wav,-510.5259704589844,48.33317947387695,18.584962844848633,10.772692680358887,-2.439685583114624,0.6938214898109436,-24.550987243652344,-13.959113121032715,-27.970073699951172,-16.391141891479492,-10.403338432312012,-2.9854202270507812,-8.468594551086426,-5.652390480041504,24.428619384765625,0.1797092894269777,0.17264860977623156,2398.4143209554554,2243.302941640545,1180.633905614041,766.0955184460115,22.37008093306487,8.898583738713189,0.014063512906432152,0.09598130732774734,3495.9351823973125,2912.3520750317457,266232.375,492432.40625,1611.4741636821755,2170.8460685931163,3017.7604876473756,3827.9636344368027,2.1094374656677246,-2.523295961509575e-06,0.03370646759867668,0.001136125880293548,-0.046478912234306335,15.724159240722656,0.017255653524992788,4.956919287173324e-05,0.007648543468869706,0.007576206714276532,0.022945630406609116,0.1084844094769438,1.026518431000185,0.03812657388759632,0.05342640612748246,0.10587007570902805,0.11437972166278895,0.027077676728367805,0.039230749011039734,52.0
853.wav,-506.6933288574219,44.47120666503906,12.341180801391602,24.187854766845703,6.654748916625977,-0.9047673344612122,-5.229128837585449,-3.1349518299102783,-3.4588024616241455,-1.445452332496643,-8.916080474853516,0.9403282999992371,-0.25800856947898865,-2.1504359245300293,24.5539493560791,0.14201379091422123,0.17755668257497711,1985.9790307443157,2294.4093538964157,1066.3777825528882,828.4275369820605,21.509051246993113,7.94038308362334,0.09220366179943085,0.27144065499305725,3033.1112553788093,3048.853993656381,290549.8125,232716.046875,1256.2412373906602,1787.5069990653217,2566.242571070824,3369.8895801001695,1.4383515119552612,-1.4812154631727026e-06,0.027534719556570053,0.0007581607787869871,0.00442087184637785,16.946794509887695,0.012272978185015547,3.953839417403138e-05,0.005153296172831263,0.005717808360518051,0.01545988851849379,0.11826858824172047,1.0663993190020877,0.03772194602501614,0.05585721852260702,0.12284733771706921,0.11316583807504843,0.02145509421825409,0.03249615058302879,29.0
