,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,rmsSum,zcrMean,zcrStd,spectralCentroidMean,spectralCentroidStd,spectralBandwidthMean,spectralBandwidthStd,spectralContrastMean,spectralContrastStd,spectralFlatnessMean,spectralFlatnessStd,spectralRolloffMean,spectralRolloffStd,spectralEnergy250-650,spectralEnergy1000-8000,spectralRolloff25,spectralRolloff50,spectralRolloff75,spectralRolloff90,onsetStrength,mean,std,var,skew,kurtosis,localJitter,localAbsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer,envelopeMean,envelopeStd
170.wav,-530.795654296875,94.40845489501953,-6.2868123054504395,42.518585205078125,14.965964317321777,0.4497983753681183,0.9103512763977051,-2.8204541206359863,-4.143030166625977,1.0163065195083618,3.6238925457000732,3.7796497344970703,-2.2833173274993896,-7.8694610595703125,0.772711455821991,0.14125043890449437,0.14703365803659701,2331.5314157119747,1839.211744591016,1860.2862338636448,677.9022030451051,19.092552917482788,4.824823103041256,0.003907137084752321,0.011048763059079647,4170.062050122893,2623.2396440839448,2428.09521484375,1895.650146484375,995.850158005618,1911.132263869382,3222.480139571629,4715.045646067416,2.0980546474456787,-0.00030745958792977035,0.011133457534015179,0.00012395388330332935,0.11473269015550613,5.238560676574707,0.012124260069587604,2.629659870277948e-05,0.005439360017026316,0.005461854917510593,0.01631808005107895,0.07379158649617948,0.782540077251406,0.024422242753709907,0.03465141311638212,0.06119066445423666,0.07326672826112972,0.023997657001018524,0.032077472656965256
171.wav,-490.16680908203125,55.0969123840332,22.842985153198242,15.229345321655273,-2.1399178504943848,-8.09681510925293,-15.606761932373047,-6.404377460479736,-14.268567085266113,-8.982486724853516,-6.140815258026123,-3.4937565326690674,-9.155888557434082,-1.550626516342163,22.8603515625,0.18354573807767946,0.2021171392866727,2416.6094392808623,2489.102238435349,1106.8961741210574,789.1495370104678,16.29691037583777,6.58345559817959,0.06724923849105835,0.24464058876037598,3423.4087648644913,3050.7070722594876,255459.265625,180431.53125,1696.136744676438,2254.3802717090707,3004.6970063606195,3732.8029936393805,1.673276662826538,-2.9833489634256694e-07,0.03043796494603157,0.0009264696855098009,-0.0577874630689621,10.946187973022461,0.023636378915924454,0.00010402307886108618,0.010273081226669364,0.010558345291175053,0.03081924368000809,0.17369751439274977,1.5238017143086346,0.0632784378081357,0.09845479180644041,0.18986296741842168,0.18983531342440713,0.015795262530446053,0.029641851782798767
172.wav,-508.9932861328125,51.61634063720703,0.6828421354293823,15.76972484588623,0.9643009305000305,0.5073657035827637,-18.152603149414062,-2.472476005554199,-9.312952995300293,-4.165081977844238,-6.58542537689209,-3.9231817722320557,-0.3236985206604004,-11.840373039245605,16.0867919921875,0.21617711554471933,0.19869183107709912,2537.49318378454,2237.6560521589163,1254.5923963943906,848.9966593036456,21.148465060143586,6.95838935900089,0.02882000245153904,0.1433335244655609,3632.370677479781,2768.289115598389,133789.203125,93834.359375,1767.2285462877617,2415.3246907706944,3170.7692822312083,3983.0279291299953,1.2667725086212158,3.606627174690402e-08,0.023493122309446335,0.0005519267870113254,-0.45484796166419983,25.93044662475586,0.012402732965409563,4.4211399681801375e-05,0.005426602318179733,0.004969390908848309,0.0162798069545392,0.08172024099950334,0.8317136685117912,0.02596657675481979,0.035766556853531535,0.08239125787718042,0.07789973026445937,0.0541372075676918,0.07183272391557693
173.wav,-436.4435729980469,114.46834564208984,3.585832357406616,9.540390014648438,2.087453603744507,-21.317480087280273,-24.453601837158203,-7.095175743103027,-10.088542938232422,-11.187149047851562,-5.989738941192627,-8.355769157409668,-12.064913749694824,-9.242657661437988,3.469621181488037,0.08904003042035398,0.09349491040655769,1809.0919779012336,1322.5878014513237,1739.4348147443752,579.5666917408225,28.17729107734664,8.015079882610964,0.004426760133355856,0.027260107919573784,3016.077632397677,2181.3617104986406,45026.984375,36065.6328125,763.0947956996681,1326.0070260647124,2256.5081841122787,3647.495938191372,1.9561959505081177,-4.078934216522612e-05,0.03876921907067299,0.0015030523063614964,1.0388811826705933,10.413358688354492,0.014709507914826413,3.326747073063324e-05,0.005639995654639794,0.005958981158788283,0.01691998696391938,0.11190970018981478,1.0321301589823915,0.03763791907470517,0.05093145066255244,0.10248973843527528,0.11291375722411551,0.016495592892169952,0.027255557477474213
174.wav,-527.0687866210938,43.918670654296875,12.716720581054688,8.648439407348633,-7.968720436096191,-13.322535514831543,-13.704859733581543,-11.954713821411133,-17.890743255615234,-7.7593584060668945,-13.820064544677734,-5.70802640914917,-14.938539505004883,-7.01082706451416,22.222579956054688,0.1820971661233938,0.20380300054171444,2668.257301672801,2391.9398882495675,1505.84716073556,888.1439478410929,20.69465558215074,6.79494187004238,0.09235715121030807,0.27951669692993164,3897.9085286458335,3023.4239309062827,197298.625,190743.34375,1720.9635416666667,2354.5328776041665,3270.703125,4408.414713541667,1.761351466178894,-4.1803491512837354e-07,0.02408147044479847,0.0005799172213301063,0.8371501564979553,19.333585739135742,0.008743764985773688,2.1876328322818194e-05,0.003565323828257118,0.0034772349399321795,0.010695971484771354,0.056094758372272575,0.5854736081108772,0.013314914920673769,0.019472590152805853,0.057704178286969325,0.039944744762021304,0.021367404609918594,0.021533746272325516
175.wav,-492.63555908203125,76.80731964111328,56.10253143310547,39.93920135498047,8.245865821838379,11.473751068115234,15.265768051147461,4.331439018249512,-6.317288875579834,-8.799734115600586,-4.831434726715088,-3.891361713409424,-11.043041229248047,5.5251665115356445,0.9444044828414917,0.08671114042207792,0.06290962198305679,2682.3060956680506,1581.344498503896,2673.50089985673,638.093840943118,18.430470213561847,4.72681005009073,0.0032967918086797,0.0037256604991853237,5418.117453835227,2646.619380389572,6418.56298828125,1277.5078125,764.7083629261364,1842.7667791193182,4147.099165482955,6380.819424715909,1.899015188217163,-0.0003981639165431261,0.015974197536706924,0.0002551749930717051,0.24940741062164307,7.048799514770508,0.016633123122296083,3.786929783478741e-05,0.008588594001921064,0.009473199166128517,0.02576578200576319,0.07715806648935127,0.758636931893245,0.027969577280223135,0.033036626897106645,0.05532753842365525,0.08390873184066941,0.040648262947797775,0.041504763066768646
176.wav,-507.6465148925781,40.73952865600586,19.146711349487305,22.894559860229492,8.28173828125,1.0493558645248413,-7.096879482269287,-9.436708450317383,-10.295506477355957,-3.2193524837493896,-9.457930564880371,-6.403186798095703,-6.339920997619629,-3.900679349899292,21.116201400756836,0.16022526041666665,0.19536458101624288,2333.346734612401,2583.8551091039126,1168.467491089214,890.9426161810205,20.534807601482672,7.406269354967855,0.10830236971378326,0.2970747649669647,3463.476953125,3341.326276462941,185042.734375,142507.609375,1502.2232421875,2160.6607421875,2975.9556640625,3821.9234375,1.8622901439666748,-1.3900051953896764e-06,0.026017310097813606,0.0006769004394300282,-0.523152232170105,8.703764915466309,0.017764376616481864,6.3895540659268e-05,0.007860794356785829,0.007347223883299394,0.02358238307035749,0.0939087424015626,0.9218017408392376,0.03279736797102596,0.04284266974355831,0.09019801812546532,0.09839210391307789,0.020818255841732025,0.024828124791383743
177.wav,-576.4424438476562,67.5081558227539,1.9141077995300293,26.131389617919922,-9.322728157043457,-14.304137229919434,-14.628374099731445,-17.090150833129883,-10.315132141113281,-19.359277725219727,-11.305789947509766,-9.044281959533691,-5.947630405426025,-3.6503188610076904,9.39561939239502,0.20863249620445345,0.2044674530987759,2392.9386733998194,2191.1659528080604,908.6762503310197,575.3098577185364,23.988143553379473,6.892221009320632,0.01683901622891426,0.10152889043092728,3241.095786152581,2324.5720331220623,119562.5703125,14777.30078125,1818.716566572305,2236.412758769294,2878.1479808483045,3464.2303343243925,1.0560925006866455,5.521432058230857e-07,0.015165885910391808,0.0002300041087437421,-0.05537566542625427,16.916797637939453,0.013188973507293518,4.7818934271864816e-05,0.0054470843496054085,0.006448954490960027,0.016341253048816225,0.11210331339984646,0.9810221966172739,0.033004243899280604,0.04542391375660473,0.08304379469257454,0.0990127316978418,0.01401848066598177,0.016778217628598213
178.wav,-514.9448852539062,59.150386810302734,14.150019645690918,12.961790084838867,-6.128013610839844,-11.45920181274414,-12.76938247680664,-7.961190700531006,-11.543967247009277,-15.682028770446777,-1.5632367134094238,-4.63746452331543,-7.1971049308776855,2.543809413909912,13.235130310058594,0.22401149956162325,0.2267172323582832,2734.676066226763,2703.4515910443492,1263.721569920688,821.8201677072186,15.02234173518373,5.421500068399586,0.025449786335229874,0.14319874346256256,3874.0023259409445,3305.8558889157803,113581.84375,101949.7265625,1969.6731597961548,2482.8344188376755,3325.5205723947897,4277.8901308476325,1.319162368774414,-4.339861447988369e-07,0.020978843793272972,0.00044011190766468644,-0.953629195690155,58.71795654296875,0.022973011066984808,0.00011770507869416822,0.010382981949098409,0.009494774732393116,0.031148945847295224,0.10400391770392517,0.9930396497387615,0.040431549092690415,0.06152854205901016,0.08926678758832356,0.12129464727807124,0.0389455147087574,0.041093114763498306
179.wav,-498.97943115234375,44.94007110595703,14.365921974182129,19.214784622192383,5.700516700744629,-3.766737937927246,-2.6266984939575195,-3.0696983337402344,-9.554062843322754,-7.703880310058594,-9.744596481323242,-5.519904613494873,-7.30833101272583,-4.786928653717041,18.693572998046875,0.15259376342353953,0.1761387931466414,2224.777249507568,2230.9546941916747,1273.4249016558663,865.0400179455011,22.843404730104425,7.532975774561562,0.1514856517314911,0.35108682513237,3346.294914324259,3108.2494156256553,226427.78125,71494.796875,1364.5557521544781,2008.3596770296392,2867.2828910277062,3684.1016631765465,1.3062546253204346,-8.518156391801313e-06,0.02769148163497448,0.0007668181206099689,0.13959570229053497,30.959251403808594,0.018592314363412306,6.265130711277836e-05,0.008631936481548232,0.00942126885010275,0.025895809444644695,0.13388583778796673,1.1777910063316301,0.04919933142820729,0.0759333400952526,0.14134426423438082,0.14759799428462186,0.020632227882742882,0.03471437096595764
180.wav,-503.6036376953125,41.12944030761719,15.11579704284668,24.552106857299805,14.73065185546875,-1.7937623262405396,-8.286227226257324,-3.3823633193969727,-5.13206672668457,-5.146312713623047,-8.558934211730957,1.9132535457611084,-4.387414932250977,2.17061448097229,18.234542846679688,0.19287504973234953,0.17198100092008026,2680.6648626779197,2316.409015442119,1368.1123387676305,881.3131314712938,16.63147044390478,5.449583620109107,0.06644085794687271,0.23809507489204407,4028.8647969563804,3238.075647219699,160952.765625,249899.546875,1736.6628011067708,2435.395304361979,3486.5595499674478,4424.811553955078,2.1927900314331055,8.591052755946293e-05,0.031035708263516426,0.0009632151923142374,0.7492725253105164,20.75581169128418,0.01835338566484318,0.00010515185644231921,0.006321290096024522,0.00815811987420896,0.018963870288073566,0.13031217562921263,1.2738291492262312,0.03760279699034777,0.06349656550690698,0.13979645945681488,0.11280839097104331,0.015068437904119492,0.031515009701251984
181.wav,-516.6635131835938,43.188316345214844,4.811075687408447,22.472368240356445,-2.863440990447998,2.1481237411499023,-13.948579788208008,-8.283236503601074,-12.451010704040527,-10.794538497924805,-5.609466075897217,-9.568530082702637,-4.882965087890625,-7.50603723526001,23.769271850585938,0.3252515151987691,0.30397441095077593,3679.0841892310646,3287.6831216270166,1029.7599142499728,728.3288896325549,24.739800412350224,9.163491469442768,0.2084532529115677,0.3879126310348511,4590.046518291542,3454.5625978904864,536463.125,217369.078125,3042.4711124625746,3548.007110778443,4177.44140625,4903.968527788174,0.9993195533752441,4.438984717580752e-07,0.028236024081707,0.0007972730090841651,-1.1859064102172852,34.2005500793457,0.01514137781195789,3.3069838235734226e-05,0.006990769281916525,0.006577409691629655,0.020972307845749574,0.07139858365661014,0.8935435676114988,0.02350367085699735,0.03825056706278635,0.07377725250302279,0.07051101257099204,0.018916001543402672,0.021048538386821747
182.wav,-530.818603515625,66.54647827148438,23.477731704711914,37.588008880615234,18.94961166381836,-0.021012170240283012,9.906293869018555,6.061145782470703,-5.983010292053223,-0.08016303181648254,-0.7367686033248901,2.5027968883514404,-6.706820011138916,2.7497458457946777,1.1301560401916504,0.10949304601648352,0.1313131403228689,2298.0917133702965,1663.7376667410988,2272.2643878304107,706.4865388586054,18.311398450499958,7.373322549489485,0.004427147097885609,0.010224489495158195,4191.639122596154,2969.0397064324006,5210.41796875,3632.869384765625,821.4562049278846,1738.3920522836538,3101.727764423077,5205.356069711538,1.876603364944458,-0.0002649746020324528,0.019053375348448753,0.00036303108208812773,0.32538536190986633,18.542518615722656,0.014476749837885343,3.6094762172920775e-05,0.0062336007790798655,0.005982777459275523,0.018700802337239596,0.0760018302855808,0.740402397285481,0.020575722777454755,0.02967224671360061,0.06142394180565096,0.06172716833236426,0.01283326931297779,0.01775312051177025
183.wav,-526.2354125976562,80.29415893554688,45.3597412109375,25.263322830200195,13.99316692352295,4.5088701248168945,-1.4282598495483398,8.546046257019043,-0.40386340022087097,-6.119835376739502,-2.6498496532440186,-1.340883731842041,-4.156304359436035,3.3832905292510986,0.9504545331001282,0.13381649403089887,0.15628285196903438,2764.033218315719,2153.5872631905377,2333.8200947503205,727.2638035965431,19.0101924959711,4.532339930275339,0.004575325641781092,0.0108163021504879,4682.020003072332,3245.087012878087,6324.55615234375,1964.177734375,1272.5155262464887,2224.8153857970506,3590.480161516854,5563.913546787219,1.9346036911010742,-0.00040416474803350866,0.014213827438652515,0.00020203289750497788,-0.4457034468650818,13.80223274230957,0.014663337613140398,3.275093871738298e-05,0.0071191578648403045,0.006992106271967621,0.021357473594520913,0.14059293917411775,1.2690126255866319,0.055208817733044355,0.07922394406879957,0.14099722903146206,0.16562645319913305,0.01406890619546175,0.026960907503962517
184.wav,-572.0660400390625,44.78316879272461,0.9829232096672058,30.06498146057129,-0.75288325548172,-3.493474006652832,-14.327901840209961,-3.2122364044189453,-6.9161577224731445,-0.7228043675422668,-6.096475601196289,-0.47890186309814453,0.5047903656959534,0.7186475992202759,13.65359878540039,0.20928027134635974,0.23779972353434034,2832.7863195545606,2855.965915725789,1023.8149942072671,698.2874523865372,19.324951977329317,7.33132084358105,0.189938023686409,0.3846511244773865,3725.6821822303264,3048.054586957128,68749.421875,87336.8515625,2138.0349659562366,2734.908920386108,3371.0452355460384,4036.39200933485,1.3615654706954956,-8.302266905957367e-06,0.0146577637642622,0.00021485004981514066,-0.09750088304281235,17.29935073852539,0.028414954813145554,6.769738593624806e-05,0.014654112165406331,0.01644070066451795,0.043962336496218994,0.15770721687489966,1.4109794578814738,0.06883206372417669,0.09555894728463746,0.1455790728954657,0.20649619117253007,0.016747405752539635,0.027189118787646294
185.wav,-389.77197265625,111.18103790283203,35.111576080322266,24.509727478027344,13.813730239868164,3.016514301300049,3.207960367202759,0.10759294033050537,-7.4228129386901855,1.2124732732772827,2.407433032989502,0.8624503016471863,-5.085578441619873,-3.1616530418395996,2.9569926261901855,0.09932260664682539,0.1384181316262621,1710.62692584498,1758.9269673314402,1720.4401497772724,707.1550986104855,17.92186506792168,4.824057333818319,0.002537654945626855,0.006120580714195967,2958.0810546875,2881.0573372794106,114149.484375,4769.119140625,784.2529296875,1200.5615234375,2012.6708984375,3725.7568359375,2.0562312602996826,-0.0005084089934825897,0.06886205077171326,0.004741981625556946,0.32035061717033386,10.458854675292969,0.012100603954120425,2.8932241548525285e-05,0.005579011730554212,0.005674188961288729,0.016737035191662634,0.11060131390869454,0.9502131319919958,0.04604968042681458,0.061794549783021076,0.09906112292784454,0.13814904128044375,0.019236497581005096,0.03536207601428032
186.wav,-514.4393920898438,120.25272369384766,32.988590240478516,52.53200149536133,22.763513565063477,-9.13345718383789,12.068591117858887,-2.7689621448516846,-5.183377265930176,7.769669532775879,-4.742425441741943,6.305678844451904,-14.420598983764648,-0.021835120394825935,0.633671224117279,0.04495804398148148,0.031071023486416924,1374.9175228302026,1043.6784002042039,1739.1655946579717,783.2437357496859,19.72161235514683,6.430171342808004,0.006555449217557907,0.023944972082972527,2729.1341145833335,2136.3797596488394,2762.1123046875,211.16513061523438,325.1912434895833,722.9573567708334,1856.8400065104167,3445.7112630208335,2.285480260848999,-0.0006752334884367883,0.013314683921635151,0.00017728081729728729,0.511846661567688,3.4951658248901367,0.009921249959797084,2.4463938120072767e-05,0.0047659966078107225,0.0036684356682055823,0.014297989823432167,0.07570726275012521,0.707738917837035,0.019687191922130455,0.030944016668830482,0.06805095189433243,0.059061575766391365,0.016002491116523743,0.019424326717853546
187.wav,-478.1834716796875,77.36026763916016,13.293656349182129,48.72678756713867,13.469420433044434,-15.483628273010254,7.224141597747803,-15.839568138122559,11.720526695251465,-17.288516998291016,2.601872444152832,1.6956490278244019,-9.632025718688965,7.381152629852295,0.9762480854988098,0.11645153985507246,0.1369184815609655,2402.0462876209704,1684.32067795158,2199.24780875756,534.3457281523819,18.894977483247413,5.700574803514859,0.0027058706618845463,0.005808344576507807,4233.146866508152,2406.189761809878,4803.51904296875,2911.013671875,966.4975373641304,1924.8811141304348,3217.497452445652,4877.2705078125,2.7708022594451904,-0.00047451574937440455,0.016139205545186996,0.00026047395658679307,0.5997599959373474,3.3044395446777344,0.0288202212441819,0.0001283282413846831,0.014098424923458815,0.013401594991686753,0.042295274770376444,0.10415093852275867,1.1201376938047483,0.033569165403560905,0.056619869367260864,0.1313943793413886,0.10070749621068271,0.060111843049526215,0.06822701543569565
188.wav,-312.87060546875,90.3277816772461,-5.600072860717773,25.647199630737305,14.058920860290527,-11.350523948669434,2.3609108924865723,-9.842379570007324,-4.032351970672607,-6.894456386566162,-8.126364707946777,2.75655460357666,-2.750044345855713,-4.2374701499938965,4.051270008087158,0.10025227864583333,0.08857922935309566,2041.2980394667782,1398.710595707088,1984.835908741547,615.1506135919436,20.824004933149094,6.673635583889279,0.001739268540404737,0.003587030339986086,3609.503173828125,2280.51228992832,140941.4375,64370.9921875,712.39013671875,1514.14306640625,2692.00927734375,4464.730224609375,2.458616018295288,-0.0004489113634917885,0.08171607553958893,0.006677516736090183,0.18734145164489746,2.2499585151672363,0.02247835407278025,5.447893677892555e-05,0.010543597927527517,0.011052864616288982,0.03163079378258255,0.11664761779351225,1.08455617432329,0.03645372670558967,0.059991070443926896,0.11516292446283259,0.10936118011676901,0.013313542120158672,0.020749246701598167
189.wav,-599.2631225585938,85.11103820800781,5.653156757354736,33.539894104003906,5.94290828704834,-6.8546223640441895,-3.0192699432373047,-10.983748435974121,0.6499954462051392,-1.5300195217132568,-10.549529075622559,5.429215908050537,-4.8956379890441895,-1.281873106956482,0.33243051171302795,0.09627803679435484,0.1057331785300019,1958.2629081663406,1670.6929560517478,1684.1630791806895,662.5831511634466,19.22394374338675,4.774178747862219,0.002697683870792389,0.006605189759284258,3274.7834236391127,2527.9077813795507,711.080078125,373.0238037109375,959.7904328377016,1563.2410849294354,2464.8571383568546,4059.8770633820563,2.2348427772521973,-0.0002706192899495363,0.006581315770745277,4.331371746957302e-05,0.6046388149261475,7.128119468688965,0.012647201834235502,2.9024923517363598e-05,0.0059358470348767544,0.005945923248928424,0.017807541104630262,0.06663822513350269,0.7667051421942493,0.02412277467682109,0.025862030153417245,0.04806951877136963,0.07236832403046327,0.030503079295158386,0.04814421385526657
190.wav,-558.9691162109375,31.8690242767334,12.288668632507324,18.555177688598633,10.342689514160156,8.01950454711914,-6.7755231857299805,-6.281267166137695,-7.4374237060546875,-3.6813695430755615,-2.2155842781066895,-2.5605359077453613,-5.052113056182861,-1.277260184288025,21.034473419189453,0.15804746040531334,0.17968808063254185,2173.99067467367,2288.6181261148545,1218.2373985153688,931.6772407008262,17.312595101533937,5.51190248613943,0.08215851336717606,0.25290268659591675,3232.5767745763796,3118.831151739122,170072.65625,392006.5,1358.7407166691503,1938.7070325804666,2702.7983704444823,3628.5280814937414,1.7641584873199463,3.885158548655454e-06,0.024398811161518097,0.000595301971770823,-1.1390836238861084,40.51155090332031,0.01970838113787847,4.874963205982284e-05,0.00923557587890458,0.01012304452254187,0.02770672763671374,0.09239974008594286,0.8796614487360489,0.031976311702496596,0.04315481731654685,0.0784080729353081,0.09592893510748979,0.021065717563033104,0.029432345181703568
191.wav,-541.8557739257812,67.16655731201172,-8.248167037963867,18.98612403869629,-10.956809997558594,-13.57450008392334,-18.654529571533203,-4.389793395996094,-13.441553115844727,-12.185781478881836,-3.5266191959381104,-3.1618051528930664,-8.199982643127441,-2.9818811416625977,14.519574165344238,0.2109265228195254,0.20091164915230844,2544.918527748106,2208.353924925754,1290.550032900508,781.167333164425,22.029614737591245,7.60465113689274,0.04742249846458435,0.18829035758972168,3664.571068705766,2712.970607358915,91952.1015625,117294.2734375,1707.7927817313696,2442.144932933493,3166.3849054824104,4011.8096573168195,1.3469188213348389,1.327019703012411e-07,0.01731656864285469,0.0002998635754920542,-0.7813540101051331,22.23378562927246,0.024175321100347185,0.0001039310348686771,0.009490589358926398,0.009536703355369266,0.028471768076779196,0.13940263978082182,1.240726140257976,0.046127936059350776,0.07101290978704504,0.111872553403168,0.13838380817805232,0.014093203470110893,0.0299906674772501
192.wav,-525.6857299804688,63.86026382446289,16.24906349182129,28.20876693725586,-2.274388551712036,-6.22843074798584,-13.488350868225098,-3.5845284461975098,-13.788833618164062,-10.89054012298584,-12.854594230651855,-9.028862953186035,-3.4946582317352295,-7.636302947998047,22.846546173095703,0.23040771484375,0.23039446323943163,2610.0846738786736,2476.806314652953,1198.4554076863462,804.4897578575516,23.842683127403006,8.800038918340315,0.05698496103286743,0.20419451594352722,3718.2689208984375,2923.1659663773507,527471.5,37541.3984375,1849.9482421875,2418.3863525390625,3227.319580078125,4037.7216796875,1.09885573387146,-2.557486027399136e-07,0.026715537533164024,0.0007137199863791466,-0.6502141356468201,23.781089782714844,0.02111945331323293,0.00010763447249548448,0.009097385113876767,0.010348316053489817,0.0272921553416303,0.1840255303663879,1.5572328966497693,0.06280376368498022,0.11097321859333943,0.22834417876801338,0.18841129105494067,0.0280756838619709,0.04338396340608597
193.wav,-553.22802734375,52.286190032958984,18.934473037719727,13.977452278137207,4.745960712432861,-4.259265899658203,-11.869945526123047,-12.341182708740234,-16.793787002563477,-15.16785717010498,-9.19465446472168,-8.209195137023926,-10.765551567077637,-1.8491498231887817,16.852100372314453,0.14533412388392858,0.16411169280195403,2137.837263780341,2090.6394377514466,1239.8065413981003,760.4285754951749,23.88097154825136,9.114651373980092,0.09992484748363495,0.2889429032802582,3048.0018310546875,2743.722292086849,192479.96875,91428.5390625,1410.0325927734375,1859.7073974609375,2555.89892578125,3457.2249755859375,1.3432658910751343,-5.88406874157954e-06,0.018440205603837967,0.00034004118060693145,0.6091221570968628,24.163610458374023,0.01538764016961419,4.670275725871928e-05,0.0071634197350620606,0.006914319123548591,0.02149025920518618,0.1059672972620104,1.0539474514792164,0.041092336632201715,0.05747455061160749,0.08371701464147346,0.12327700989660514,0.019380364567041397,0.03161538019776344
194.wav,-540.3798828125,61.97099685668945,41.54140853881836,17.146072387695312,8.931013107299805,12.46615219116211,-16.63971519470215,-12.399971961975098,-3.248645067214966,-3.1498405933380127,-5.6339545249938965,-3.081768274307251,1.9189704656600952,3.97066330909729,16.101524353027344,0.15830475820135748,0.17731068530162727,2225.0530571769273,2399.692321425959,1373.991084455721,912.489238929476,16.10226750636744,4.999800085335044,0.011814195662736893,0.09207147359848022,3384.269279376414,3280.544435149174,177467.75,76058.4375,1380.8531886312217,2009.9929740526018,2839.235652043269,3796.254993283371,1.5911239385604858,1.427573579348973e-06,0.020482137799263,0.0004195179499220103,-0.01982470229268074,12.016067504882812,0.01660757309936235,4.2411049014365575e-05,0.007440586883691675,0.007435029601921308,0.022321760651075027,0.10661500895063775,1.027565855248516,0.03773076861943819,0.05568663359339207,0.10836936099592094,0.11319230585831458,0.016275187954306602,0.027572352439165115
195.wav,-612.3478393554688,75.85962677001953,30.75252914428711,13.140300750732422,-0.9360589981079102,3.1519994735717773,7.378273963928223,-6.629769325256348,9.016464233398438,-6.243410110473633,-4.983398914337158,8.73369312286377,-9.082526206970215,3.853677749633789,0.9593034982681274,0.2591469124571918,0.2717379869773227,3726.1684089705445,2946.552274985067,2213.259946456796,781.1634404862177,17.818425346358627,5.399067488968236,0.0064643495716154575,0.021389925852417946,5640.888036440497,3746.4633016621397,6282.9150390625,930.8610229492188,2219.1735672624145,3490.001270869007,4699.769069723887,6342.48699031464,1.3495123386383057,-0.00025539705529809,0.01040287408977747,0.00010821979230968282,0.2723459303379059,20.481822967529297,0.015519652971718326,7.369143397025326e-05,0.0053522582994698885,0.006130046939023514,0.016056774898409665,0.1167560587501609,1.0892662323458628,0.03161716210140856,0.05312577433385274,0.11897641732992607,0.09485148630422569,0.017401274293661118,0.028002245351672173
196.wav,-436.6681823730469,96.58921813964844,4.64432954788208,32.585914611816406,4.995962142944336,-5.025143146514893,2.563214063644409,-22.042285919189453,2.66523814201355,-8.478170394897461,-7.388213157653809,4.784736633300781,-15.527891159057617,14.389324188232422,1.7837384939193726,0.09678890830592106,0.1027619915799053,1836.1292910272218,1436.028021523297,1767.3118449520978,704.6323118431387,19.551573446806305,8.810532441220596,0.001393287442624569,0.0025696265511214733,3248.538689864309,2362.344709767523,15188.623046875,17053.041015625,811.603425678454,1331.2336168791119,2449.543521278783,3925.7012618215463,2.7282631397247314,-0.00036477972753345966,0.02693466655910015,0.0007254762458615005,0.49155163764953613,8.109880447387695,0.012786568434089502,3.641496108063686e-05,0.007016768255642804,0.007285877705891475,0.021050304766928412,0.07238098127686275,0.7298577999659128,0.020506549734108866,0.027471817977023638,0.06071895489491666,0.061519649202326596,0.01761438138782978,0.03546329215168953
197.wav,-534.24755859375,74.88528442382812,53.74250793457031,12.0532808303833,-11.189496994018555,0.9664296507835388,-0.5179343223571777,5.87479305267334,-6.08061408996582,-4.796287536621094,-1.620488166809082,-11.713773727416992,-4.518599987030029,-0.19255052506923676,0.7524158358573914,0.07977120535714285,0.0390505385996549,2519.164080521595,844.8790458673408,2743.4513613254753,703.8440869175182,20.460463007795628,6.043341639919223,0.002868190174922347,0.005770721472799778,5452.9248046875,2346.3269475534403,2290.338623046875,1732.647216796875,556.787109375,1369.921875,3800.302734375,6664.013671875,2.054128646850586,-0.00018738987273536623,0.008232722990214825,6.777772796340287e-05,0.8827019929885864,6.622157096862793,0.020308181062376102,8.909411186854809e-05,0.009835859260520002,0.01131295412013046,0.029507577781560004,0.1581806344064367,1.3499066261703319,0.0623781143100212,0.08676054471426355,0.17038043055300195,0.1871343429300636,0.01249341107904911,0.026594940572977066
198.wav,-378.6927185058594,125.15654754638672,19.57672119140625,30.334918975830078,9.665303230285645,-2.2937042713165283,4.603968143463135,7.536663055419922,-1.0215566158294678,0.6209734678268433,4.755683422088623,-1.489263892173767,-2.2106122970581055,0.559814989566803,2.798532724380493,0.12391008649553571,0.1899788796875939,1750.689087230406,2234.061488152541,1249.6062565093064,721.8325873367239,17.419565975620692,5.428182043790897,0.0029185216408222914,0.0072764442302286625,2690.1123046875,3090.362593038155,75589.71875,6495.78515625,1039.1693115234375,1457.720947265625,2194.6563720703125,3234.0179443359375,2.020075559616089,-0.0004940323997288942,0.06406103819608688,0.004103816580027342,0.5876488089561462,6.684661865234375,0.016419316710301047,4.073596578591759e-05,0.006690372637076998,0.0058170109947908695,0.020071117911230993,0.06086191262566835,0.6788016766919375,0.0204284407389467,0.025000165360402817,0.045961355841158756,0.061285322216840105,0.032861921936273575,0.027038399130105972
